关键字,分类,上级,下级
热量,气象与气候,气候系统,甘蔗、青藏高原
爬升,气象与气候,气候系统,暖锋
特征,气象与气候,气候系统,旱地农业、寒冷干燥、适合种植耐旱作物，且瓜果甜度高、亚热带季风气候、甘蔗、温带海洋性气候、冷锋、亚马孙平原、热带草原、热带雨林气候、水稻、海南岛、地中海气候、降水集中在夏季、不结冰、冬冷夏热，降水稀少、北极圈附近、夏季、锋面雨、适合种植耐旱作物，冬季可灌溉种植、炎热干燥、冰原气候、热带沙漠气候、温带季风气候、全年炎热干燥、暖锋、仙人掌、热带季风气候、全年寒冷，植被以苔原为主、温带大陆性气候的冬冷夏热，年温差大、油橄榄
特点,气象与气候,气候系统,连续性阴雨天气、季风气候、降水丰富、降水集中在夏季、热带雨林气候
状况,气象与气候,气候系统,温带海洋性气候全年温和湿润
环境,气象与气候,气候系统,北极圈附近
环流,气象与气候,气候系统,全年炎热干燥、降水丰富、炎热干燥、热带沙漠气候、热带季风气候、南北纬30°-60°之间、海南岛
现象,气象与气候,气候系统,全球降水普遍减少、某地区冬季出现极端寒潮，气温骤降、我国南方地区出现洪涝灾害
生产,气象与气候,气候系统,适合种植耐旱作物，且瓜果甜度高、甘蔗、适合种植耐旱作物，冬季可灌溉种植、我国南方地区出现洪涝灾害、某地区冬季出现极端寒潮，气温骤降、海拔较低的沿海平原
生活,气象与气候,气候系统,海拔较低的沿海平原、某地区冬季出现极端寒潮，气温骤降、我国南方地区出现洪涝灾害
生物,气象与气候,气候系统,热带雨林地区、亚马孙平原
生长,气象与气候,气候系统,北极圈附近、冰原气候、仙人掌
甲烷,气象与气候,气候系统,燃烧煤炭，石油等化石燃料
盛行,气象与气候,气候系统,非洲北部、从陆地吹向海洋、我国北方地区冬季寒冷干燥主要受西北风影响、热带沙漠气候、非洲撒哈拉沙漠、南北纬30°-60°之间
直射,气象与气候,气候系统,更高
相比,气象与气候,气候系统,陆地
破碎,气象与气候,气候系统,热带雨林地区
硬叶林,气象与气候,气候系统,油橄榄
确定,气象与气候,气候系统,热带雨林气候
种植,气象与气候,气候系统,甘蔗、水稻
称为,气象与气候,气候系统,更多
移动,气象与气候,气候系统,连续性阴雨天气、炎热干燥、夏季、暖锋
稀少,气象与气候,气候系统,全年寒冷，植被以苔原为主、降雪、适合种植耐旱作物，且瓜果甜度高、温带海洋性气候、仙人掌、锋面雨、热带草原、降水集中在夏季、冰原气候、热带沙漠气候、热带季风气候、冬冷夏热，降水稀少、我国西北地区的干旱主要是因为远离海洋，降水稀少、温带季风气候
程度,气象与气候,气候系统,热带季风气候、我国西北地区的干旱主要是因为远离海洋，降水稀少
空气,气象与气候,气候系统,对流雨、降雪
米处,气象与气候,气候系统,更多
类型,气象与气候,气候系统,对流雨、降雪、亚热带季风气候、地中海气候、平原、温带海洋性气候、暴雨、夏季、季风气候、锋面雨、热带草原、热带雨林气候、冰原气候、热带沙漠气候、热带季风气候、油橄榄、温带季风气候
纬度,气象与气候,气候系统,陆地、青藏高原、冰原气候、温带海洋性气候全年温和湿润、温带季风气候
经济作物,气象与气候,气候系统,甘蔗
结合,气象与气候,气候系统,14:00、旱地农业、对流雨、寒冷干燥、亚热带季风气候、油橄榄、甘蔗、温带海洋性气候、我国南方地区的降水主要受夏季风影响、季风气候、冷锋、亚马孙平原、热带草原、热带雨林气候、全球降水普遍减少、水稻、海南岛、欧洲西部、南北纬30°附近、气温升高、夏季风强盛的年份、地中海气候、非洲北部、燃烧煤炭，石油等化石燃料、暴雨、更高、更多、4-9月、内陆地区、降水集中在夏季、不结冰、较小、冬冷夏热，降水稀少、南北纬30°-60°之间、温带地区、A山地、连续性阴雨天气、降雪、北极圈附近、中纬度大陆西岸、陆地、平原、夏季、锋面雨、炎热干燥、我国季风气候的形成主要与海陆热力性质差异有关、我国北方地区冬季寒冷干燥主要受西北风影响、温带海洋性气候全年温和湿润、冰原气候、热带沙漠气候、海拔较低的沿海平原、较大、某地区冬季出现极端寒潮，气温骤降、从山麓到山顶，降水先增多后减少、我国西北地区的干旱主要是因为远离海洋，降水稀少、温带季风气候、温带海洋性气候的形成主要受西风带和洋流影响、较强、全年炎热干燥、温带落叶阔叶林、西北内陆地区、从陆地吹向海洋、暖锋、仙人掌、我国南方地区出现洪涝灾害、降水丰富、没有、热带季风气候、全年寒冷，植被以苔原为主、更强、温带大陆性气候的冬冷夏热，年温差大、8℃
缩小,气象与气候,气候系统,气温升高
背风,气象与气候,气候系统,寒冷干燥、更多
苔原,气象与气候,气候系统,全年寒冷，植被以苔原为主、北极圈附近
苔藓,气象与气候,气候系统,北极圈附近
茂密,气象与气候,气候系统,亚马孙平原
茂盛,气象与气候,气候系统,热带草原、夏季
范围,气象与气候,气候系统,更多
草原,气象与气候,气候系统,热带雨林气候、温带季风气候
草原气候,气象与气候,气候系统,热带草原、热带季风气候、夏季、温带季风气候
草木,气象与气候,气候系统,热带草原
获得,气象与气候,气候系统,更高、温带季风气候
落叶,气象与气候,气候系统,旱地农业、夏季、温带季风气候
蒙古,气象与气候,气候系统,我国北方地区冬季寒冷干燥主要受西北风影响
蒸发,气象与气候,气候系统,降雪、降水集中在夏季、我国西北地区的干旱主要是因为远离海洋，降水稀少、油橄榄
蜡质,气象与气候,气候系统,油橄榄
融化,气象与气候,气候系统,海拔较低的沿海平原、气温升高、全球降水普遍减少
表现,气象与气候,气候系统,西北内陆地区、我国南方地区出现洪涝灾害
表面,气象与气候,气候系统,油橄榄
西伯利亚,气象与气候,气候系统,我国北方地区冬季寒冷干燥主要受西北风影响
西北,气象与气候,气候系统,冬冷夏热，降水稀少
西北地区,气象与气候,气候系统,我国西北地区的干旱主要是因为远离海洋，降水稀少、适合种植耐旱作物，且瓜果甜度高
西风带,气象与气候,气候系统,中纬度大陆西岸、地中海气候、温带海洋性气候、炎热干燥、南北纬30°-60°之间、欧洲西部、温带海洋性气候的形成主要受西风带和洋流影响
要素,气象与气候,气候系统,热带雨林气候、温带海洋性气候全年温和湿润
覆盖,气象与气候,气候系统,全年寒冷，植被以苔原为主、冰原气候
规律,气象与气候,气候系统,寒冷干燥、温带海洋性气候、夏季、内陆地区、炎热干燥、没有、更强
规律性,气象与气候,气候系统,温带海洋性气候、南北纬30°附近
角小,气象与气候,气候系统,更高
说法,气象与气候,气候系统,我国南方地区的降水主要受夏季风影响、我国季风气候的形成主要与海陆热力性质差异有关、我国北方地区冬季寒冷干燥主要受西北风影响、从山麓到山顶，降水先增多后减少、温带大陆性气候的冬冷夏热，年温差大、我国西北地区的干旱主要是因为远离海洋，降水稀少、温带海洋性气候的形成主要受西风带和洋流影响
调节作用,气象与气候,气候系统,温带大陆性气候的冬冷夏热，年温差大
资源,气象与气候,气候系统,气温升高
赤道,气象与气候,气候系统,非洲北部、夏季、我国南方地区出现洪涝灾害、热带雨林气候、南北纬30°附近
走向,气象与气候,气候系统,更多
起伏,气象与气候,气候系统,平原
超过,气象与气候,气候系统,暴雨、热带雨林气候、更多
距离,气象与气候,气候系统,西北内陆地区
较大,气象与气候,气候系统,温带地区、内陆地区
较差,气象与气候,气候系统,中纬度大陆西岸、平原、温带海洋性气候、内陆地区、较小、较大、温带地区
较弱,气象与气候,气候系统,夏季风强盛的年份
较缓,气象与气候,气候系统,A山地
辐射,气象与气候,气候系统,燃烧煤炭，石油等化石燃料
辐射强度,气象与气候,气候系统,较强、更强
辐射能,气象与气候,气候系统,较强
过境,气象与气候,气候系统,暖锋、冷锋
过程,气象与气候,气候系统,热带雨林地区
迎风,气象与气候,气候系统,降水丰富、寒冷干燥、更多
远离,气象与气候,气候系统,温带大陆性气候的冬冷夏热，年温差大、冬冷夏热，降水稀少、我国西北地区的干旱主要是因为远离海洋，降水稀少、降水集中在夏季
连续性,气象与气候,气候系统,连续性阴雨天气、暖锋、冷锋
适合,气象与气候,气候系统,甘蔗、水稻、较大、中纬度大陆西岸
适应,气象与气候,气候系统,夏季、油橄榄
适应性,气象与气候,气候系统,北极圈附近
选项,气象与气候,气候系统,温带海洋性气候全年温和湿润
递减,气象与气候,气候系统,更强
造成,气象与气候,气候系统,某地区冬季出现极端寒潮，气温骤降
遇到,气象与气候,气候系统,更多
酷寒,气象与气候,气候系统,全年寒冷，植被以苔原为主
重大,气象与气候,气候系统,我国南方地区出现洪涝灾害
重大损失,气象与气候,气候系统,某地区冬季出现极端寒潮，气温骤降
重要,气象与气候,气候系统,南北纬30°-60°之间、全年炎热干燥、热带沙漠气候、冷锋
锋面,气象与气候,气候系统,连续性阴雨天气、对流雨、暖锋、冷锋
长江,气象与气候,气候系统,不结冰
长江中下游地区,气象与气候,气候系统,连续性阴雨天气
问题,气象与气候,气候系统,全球降水普遍减少
阔叶林,气象与气候,气候系统,旱地农业、温带落叶阔叶林、夏季、水稻、温带季风气候
阳坡,气象与气候,气候系统,更高
阴坡,气象与气候,气候系统,更高
阴天,气象与气候,气候系统,较强
阻挡,气象与气候,气候系统,更多、亚热带季风气候
陆地,气象与气候,气候系统,14:00、陆地、从陆地吹向海洋、季风气候、较小、温带大陆性气候的冬冷夏热，年温差大
降低,气象与气候,气候系统,从山麓到山顶，降水先增多后减少、温带落叶阔叶林、冷锋
降水,气象与气候,气候系统,对流雨、寒冷干燥、适合种植耐旱作物，且瓜果甜度高、温带海洋性气候、我国南方地区的降水主要受夏季风影响、冷锋、热带草原、热带雨林气候、夏季风强盛的年份、地中海气候、暴雨、更多、4-9月、降水集中在夏季、冬冷夏热，降水稀少、A山地、连续性阴雨天气、降雪、中纬度大陆西岸、锋面雨、温带海洋性气候全年温和湿润、冰原气候、热带沙漠气候、从山麓到山顶，降水先增多后减少、我国西北地区的干旱主要是因为远离海洋，降水稀少、温带季风气候、温带海洋性气候的形成主要受西风带和洋流影响、温带落叶阔叶林、西北内陆地区、暖锋、仙人掌、降水丰富、热带季风气候、全年寒冷，植被以苔原为主、较大
降水强度,气象与气候,气候系统,暴雨
降水量,气象与气候,气候系统,旱地农业、降雪、南美洲东南部、温带海洋性气候、暴雨、西北内陆地区、我国南方地区的降水主要受夏季风影响、锋面雨、亚马孙平原、降水集中在夏季、热带雨林气候、热带沙漠气候、不结冰、热带季风气候、水稻、温带季风气候
降温,气象与气候,气候系统,从陆地吹向海洋、季风气候、冷锋、降水丰富、较小、温带大陆性气候的冬冷夏热，年温差大
降雨,气象与气候,气候系统,暖锋、冷锋
集中,气象与气候,气候系统,温带海洋性气候、4-9月、锋面雨、降水集中在夏季、热带季风气候、冬冷夏热，降水稀少、温带季风气候
需求,气象与气候,气候系统,仙人掌
需要,气象与气候,气候系统,降水丰富
静止,气象与气候,气候系统,连续性阴雨天气、冷锋
非洲,气象与气候,气候系统,热带草原
面临,气象与气候,气候系统,全球降水普遍减少
面积,气象与气候,气候系统,气温升高
风化作用,气象与气候,气候系统,热带雨林地区
风向,气象与气候,气候系统,从陆地吹向海洋、冷锋
风带,气象与气候,气候系统,炎热干燥、南北纬30°附近、夏季、热带沙漠气候
风雨,气象与气候,气候系统,对流雨
高于,气象与气候,气候系统,不结冰、亚热带季风气候、陆地
高压,气象与气候,气候系统,我国北方地区冬季寒冷干燥主要受西北风影响、从陆地吹向海洋
高原,气象与气候,气候系统,从山麓到山顶，降水先增多后减少、温带落叶阔叶林
高原地区,气象与气候,气候系统,平原
高度,气象与气候,气候系统,A山地、更高、更多、温带季风气候
高气压,气象与气候,气候系统,地中海气候、南美洲东南部、炎热干燥、热带沙漠气候、非洲撒哈拉沙漠、南北纬30°附近
高温,气象与气候,气候系统,亚热带季风气候、温带海洋性气候、热带草原、热带雨林气候、热带沙漠气候、某地区冬季出现极端寒潮，气温骤降、热带季风气候
高纬度,气象与气候,气候系统,更强
