关键字,分类,上级,下级
喀斯特特征,地貌特征,地貌,溶洞、石林
溶洞,溶洞型,喀斯特地貌,
石林,石林型,喀斯特地貌,
沙丘,沙丘型,风力地貌,
外力作用,地质作用,地质作用,外力特征、峡谷、三角洲
地表形态,地形地貌,自然地理,平原、高原、盆地
流水作用,外力作用,外力作用,侵蚀、搬运、沉积、外力特征
风力,外力作用,外力作用,风蚀、风积
冰川,外力作用,外力作用,冰蚀、冰碛
塑造,地质过程,外力作用,外力特征
外力特征,地貌特征,地貌,峡谷、三角洲
峡谷,峡谷型,流水地貌,
三角洲,三角洲型,流水地貌,
火山锥,火山锥型,火山地貌,
青藏高原,高原实体,高原,青藏特征、高寒、冰川
世界屋脊,地理名称,青藏高原,青藏特征
海拔,地形参数,地形特征,青藏特征
冰川广布,地形特征,青藏高原,青藏特征
大河,水文,河流,
发源地,水文特征,河流,青藏特征
地貌特征,特征,地貌,
青藏特征,高原特征,高原,高寒、冰川
高寒,高寒型,气候特征,
冰川,冰川型,地貌类型,
平坦,平坦型,地形特征,
黄土高原,高原实体,高原,黄土特征、黄土塬、黄土梁
中部地区,区域,地理分区,黄土特征、黄土塬、黄土梁
黄土层,土壤物质,黄土,黄土特征
深厚,修饰词,,
水土流失,地理过程,侵蚀作用,黄土特征
千沟万壑,地貌景观,黄土地貌,黄土特征
独特景观,景观,地貌,黄土特征
黄土特征,高原特征,高原,黄土塬、黄土梁
黄土塬,黄土塬型,黄土地貌,
黄土梁,黄土梁型,黄土地貌,
黄土峁,黄土峁型,黄土地貌,
冰川谷,冰川谷型,冰川地貌,

丹霞地貌,特殊地貌,地貌,丹霞特征、红层、流水
红色砂砾岩,岩石类型,岩石,丹霞特征
红层,红层型,岩石类型,
流水侵蚀,外力作用,流水作用,丹霞特征
风化作用,外力作用,地质作用,丹霞特征
奇特,修饰词,,
山峰,地形,地貌,
峭壁,地形,地貌,
形成条件,概念,地质过程,
丹霞特征,地貌特征,地貌,红层、流水
流水,流水型,外力作用,
火山,火山型,内力作用,
我国,国家,地理区域,东部地区、西部地区
东部地区,区域,地理分区,东部特征、平原、丘陵
地势,地貌,地形特征,地势特征
低平,地势特征,地势,东部特征
河网密布,水文特征,河流,东部特征
冲积平原,平原类型,平原,东部特征
广阔,修饰词,,
农业生产,产业,农业,
基地,概念,,
地形特征,特征,地形,
东部特征,地理特征,地理,平原、丘陵
平原,平原型,地形,
丘陵,丘陵型,地形,
高原,高原型,地形,
山地,地形实体,地形,垂直地带性、垂直特征
垂直地带性,地理规律,地理,垂直特征、海拔、纬度
海拔,海拔型,地形参数,
升高,空间关系,,
温度,气候要素,气候,
降水,降水型,气候要素,
植被,自然要素,生态,
自然要素,概念,自然地理,
规律性,修饰词,,
变化,动词,,
影响,动词,,
因素,概念,,
垂直特征,地理特征,地理,海拔、纬度
纬度,纬度型,地理位置,
冰川地貌,特殊地貌,地貌,冰川特征、角峰、U型谷
高纬度,地理位置,纬度,冰川特征
高海拔,地形特征,海拔,冰川特征
冰川,自然营力,外力作用,冰川特征
侵蚀,地质作用,外力作用,冰川特征
堆积,地质作用,外力作用,冰川特征
地表形态,地形,地貌,
典型,修饰词,,
冰川特征,地貌特征,地貌,角峰、U型谷
角峰,角峰型,冰川地貌,
U型谷,U型谷型,冰川地貌,
沙丘,沙丘型,风力地貌,
季风环流,大气环流,气候系统,季风特征
影响,动词,,
显著,修饰词,,
夏季,季节,时间,夏季特征
高温多雨,气候特点,气候,夏季特征
冬季,季节,时间,冬季特征
寒冷干燥,气候特点,气候,冬季特征
雨热同期,雨热同期型,气候特征,
特征,概念,,
明显,修饰词,,
季风气候,气候类型,气候,季风特征、雨热同期、风向季变
季风特征,气候特征,气候,雨热同期、风向季变
夏季特征,季节特征,季节,
冬季特征,季节特征,季节,
风向季变,风向季变型,气候特征,
全年少雨,全年少雨型,气候特征,
受,动词,,
气候,概念,,
地貌,概念,,
地形,概念,,
地理,概念,,
地理分区,概念,地理,
地理区域,概念,地理,
地质过程,概念,,
外力作用,概念,,
流水作用,概念,,
地质作用,概念,,
气候系统,概念,,
时间,概念,,
自然地理,概念,,
生态,概念,,
农业,概念,,
产业,概念,,

气候,概念,自然地理,气候因素、气候要素、气候类型
形成,地理过程,,
受,动词,,
多种,修饰词,,
因素,概念,,
共同,修饰词,,
影响,动词,,
其中,介词,,
地理位置,地理位置型,气候因素,纬度
地表状况,地表状况型,气候因素,地形
海洋状况,海洋状况型,气候因素,洋流
等,助词,,
都,副词,,
发挥,动词,,
重要,修饰词,,
作用,名词,,
主要,修饰词,,
气候因素,概念,气候,纬度、地形、洋流
纬度,纬度型,气候因素,
地形,地形型,气候因素,
洋流,洋流型,气候因素,
纬度因素,地理因素,纬度,纬度
地形因素,地理因素,地形,地形
洋流因素,地理因素,洋流,洋流
气候要素,概念,气候,温度、降水
温度,气候要素,气候,气温适中、年较差小
降水,气候要素,气候,季节分配均匀
自然地理,概念,,
温带海洋性气候,气候类型,气候,温和、湿润
气候类型,概念,气候,温带海洋性气候
分布,地理特征,,
大陆,地理区域,,
西岸,地理位置,,
大陆西岸,地理位置,温带海洋性气候,
全年,时间特征,,
气温,气候要素,温度,气温适中、年较差小
适中,温度特征,温和,
气温适中,气候特征,温带海洋性气候,温和
降水季节,时间特征,降水,
分配,地理过程,,
均匀,分配特征,湿润,
季节分配均匀,气候特征,温带海洋性气候,湿润
气温年较差,气候特征,温度,
小,程度词,,
年较差小,气候特征,温带海洋性气候,温和
该,代词,,
特点,概念,,
包括,动词,,
海洋性气候,气候分类,气候,温带海洋性气候
温和,温和型,温带海洋性气候,
湿润,湿润型,温带海洋性气候,
干旱,干旱型,大陆性气候,
分布特征,地理特征,,
大陆性气候,气候分类,气候,
我国,国家,地理区域,季风区
季风区,气候区,我国,季风气候类型
范围,空间特征,,
广阔,空间特征,季风区,
覆盖,动词,,
多种气候类型,气候特征,季风区,季风气候类型
这些,代词,,
气候区,气候分类,气候,季风区
明显,程度词,,
季节变化,气候特征,季风区,季风气候类型
季节,时间,,
变化,动词,,
特征,概念,,
季节变化特征,气候特征,季风区,季风气候类型
季风,大气环流,气候系统,季风区
季风气候类型,气候类型,季风区,亚热带季风、温带季风
亚热带季风,亚热带季风型,季风气候类型,
温带季风,温带季风型,季风气候类型,
热带沙漠,热带沙漠型,干旱气候区,
气候系统,概念,,
干旱气候区,气候区,气候,热带沙漠
热带气候区,气候区,气候,热带气候类型
终年,时间特征,,
高温,温度特征,热带气候区,
但,连词,,
降水差异,气候特征,热带气候区,热带气候类型
差异,特征,,
显著,程度词,,
不同,修饰词,,
热带气候类型,气候类型,热带气候区,热带雨林、热带草原
热带雨林,热带雨林型,热带气候类型,
热带草原,热带草原型,热带气候类型,
温带海洋,温带海洋型,温带气候区,
温带气候区,气候区,气候,温带海洋
大陆性气候区,气候区,气候,大陆性气候特征、干燥、温差大
远离,空间关系,,
海洋,地理区域,,
远离海洋,地理位置,大陆性气候区,干燥、温差大
气温日较差,气候特征,大陆性气候区,温差大
日较差,温度特征,温差大,
和,连词,,
年较差,温度特征,温差大,
很大,程度词,温差大,
日较差大,温度特征,大陆性气候区,温差大
年较差大,温度特征,大陆性气候区,温差大
降水稀少,气候特征,大陆性气候区,干燥
稀少,降水特征,干燥,
大陆性气候特征,气候特征,大陆性气候区,干燥、温差大
干燥,干燥型,大陆性气候特征,
温差大,温差大型,大陆性气候特征,
降水多,降水多型,湿润气候区,
湿润气候区,气候区,气候,降水多

地中海气候,气候类型,气候,地中海气候特征、夏季干热、冬雨夏干
分布,地理特征,,
南北纬,纬度位置,,
30°-40°,纬度范围,,
大陆,地理区域,,
西岸,地理位置,,
大陆西岸,地理位置,地中海气候,
冬夏,季节,,
季节,时间,,
气温,气候要素,,
和,连词,,
降水,气候要素,,
特征,概念,,
差异,特征,,
明显,程度词,,
冬夏季节,时间特征,地中海气候,
气温降水特征,气候特征,地中海气候,
差异明显,特征描述,地中海气候,夏季干热、冬雨夏干
该,代词,,
地中海气候特征,气候特征,地中海气候,夏季干热、冬雨夏干
夏季干热,夏季干热型,地中海气候特征,
冬雨夏干,冬雨夏干型,地中海气候特征,
全年高温,全年高温型,热带气候特征,
气候,概念,,
热带气候特征,气候特征,热带气候,全年高温
热带气候,气候类型,气候,全年高温
降水,气候要素,,
形成,地理过程,,
需要,动词,,
充足,程度词,,
水汽,气象要素,降水形成条件,
上升运动,气象过程,降水形成条件,
凝结核,气象要素,降水形成条件,
等,助词,,
条件,概念,,
受,动词,,
大气环流,大气环流型,降水影响因素,
地形,地形型,降水影响因素,
因素,概念,,
影响,动词,,
降水形成条件,气象条件,降水,水汽、上升运动、凝结核
降水分布,地理分布,降水,降水影响因素
降水影响因素,影响因素,降水分布,大气环流、地形、纬度
纬度,纬度型,降水影响因素,
寒潮,灾害性天气,天气系统,寒潮影响、降温、大风
是,动词,,
我国,国家,,
冬半年,时间特征,寒潮,
常见,修饰词,,
灾害性天气,天气类型,天气,寒潮
由,介词,,
强冷空气,气象系统,寒潮,
迅速,修饰词,,
南下,运动方向,强冷空气,
造成,动词,,
大范围,空间特征,寒潮,
剧烈,程度词,,
天气变化,天气现象,寒潮,降温、大风
天气,概念,,
天气系统,概念,天气,
主要,修饰词,,
寒潮影响,灾害影响,寒潮,降温、大风
降温,降温型,寒潮影响,
大风,大风型,寒潮影响,
增温,增温型,暖气团影响,
暖气团影响,气象影响,暖气团,增温
暖气团,气象系统,天气,
河流,水文要素,,
补给方式,水文特征,河流,河流补给类型、雨水、冰雪融水
多样,修饰词,河流补给类型,
不同,修饰词,,
地区,空间单位,,
因,连词,,
气候,概念,,
地形条件,地理条件,,
来源,概念,,
河流补给类型,水文类型,河流,雨水、冰雪融水
雨水,雨水型,河流补给类型,
冰雪融水,冰雪融水型,河流补给类型,
风力,风力型,外力作用类型,
外力作用类型,地质作用,外力作用,风力
外力作用,概念,,
长江,河流实体,河流,长江水文特征、水量大、汛期长
第一大河,河流等级,长江,
流域,地理单位,长江,
面积,空间参数,,
广阔,空间特征,长江,
水能,资源类型,,
资源,概念,,
丰富,程度词,长江,
水文特征,水文概念,,
显著,程度词,长江水文特征,
长江水文特征,水文特征,长江,水量大、汛期长
水量大,水量大型,长江水文特征,
汛期长,汛期长型,长江水文特征,
含沙量最大,含沙量最大型,黄河水文特征,
黄河水文特征,水文特征,黄河,含沙量最大
黄河,河流实体,河流,含沙量最大

河流,水文要素,,
水量,水文参数,河流,
大小,程度,,
受,动词,,
流域,地理单元,河流,
内,方位词,,
流域内,空间范围,河流,
降水量,水文要素,河流水量影响因素,
蒸发量,水文要素,河流水量影响因素,
流域面积,空间参数,河流水量影响因素,
等,助词,,
多种,修饰词,,
因素,概念,,
综合,修饰词,,
影响,动词,,
主要,修饰词,,
河流水量,水文特征,河流,河流水量影响因素、降水、流域面积
河流水量影响因素,影响因素,河流水量,降水、流域面积
降水,降水型,河流水量影响因素,
流域面积,流域面积型,河流水量影响因素,
岩石类型,岩石类型型,地质因素,
地质因素,地质概念,地质,岩石类型
地质,概念,,
湖泊,水体类型,,
按,介词,,
成因,地质过程,湖泊分类,
可,助词,,
分,动词,,
类型,概念,,
不同,修饰词,,
具有,动词,,
形态,空间特征,,
形态特征,地理特征,湖泊,
湖泊分类,分类方式,湖泊,湖泊成因类型
湖泊成因类型,湖泊类型,湖泊,构造湖、火山湖
构造湖,构造湖型,湖泊成因类型,
火山湖,火山湖型,湖泊成因类型,
风蚀湖,风蚀湖型,风蚀地貌类型,
风蚀地貌类型,地貌类型,风蚀地貌,风蚀湖
风蚀地貌,地貌,外力作用,
地下水,水资源类型,淡水资源,地下水类型、潜水、承压水
是,动词,,
重要,修饰词,,
淡水,水类型,,
资源,概念,,
淡水资源,水资源,资源,地下水
埋藏,空间状态,,
条件,概念,,
埋藏条件,地质条件,地下水,
它们,代词,,
补给,水文过程,,
运动,物理过程,,
方式,概念,,
补给方式,水文特征,地下水,
运动方式,水文特征,地下水,
地下水类型,水文类型,地下水,潜水、承压水
潜水,潜水型,地下水类型,
承压水,承压水型,地下水类型,
海水,海水型,海洋水体,
海洋水体,水体类型,海洋,海水
海洋,地理区域,,
黄河,河流实体,河流,黄河特征、含沙量大、地上河
中华民族,民族,,
母亲河,河流名称,黄河,含沙量大、地上河
中游,河段,黄河,含沙量大、地上河
流经,动词,,
黄土高原,高原实体,高原,含沙量大
水土流失,地理过程,黄河,含沙量大、地上河
严重,程度词,黄河,含沙量大、地上河
河流特征,水文特征,,
独特,修饰词,黄河特征,含沙量大、地上河
黄河特征,水文特征,黄河,含沙量大、地上河
含沙量大,含沙量大型,黄河特征,
地上河,地上河型,黄河特征,
水量最大,水量最大型,长江特征,
长江特征,水文特征,长江,水量最大
长江,河流实体,河流,水量最大
高原,地形类型,,
河流水系,水系概念,河流,水系特征、流向、河网密度
水系,水文系统,河流,
指,动词,,
干流,河流组成,河流水系,
支流,河流组成,河流水系,
构成,动词,,
脉络,系统特征,,
系统,概念,,
脉络系统,系统类型,河流水系,
形态,特征,,
特征,概念,,
地形,地形型,水系影响因素,
气候,气候型,水系影响因素,
水系影响因素,影响因素,河流水系,地形、气候
水系特征,水文特征,河流水系,流向、河网密度
流向,流向型,水系特征,
河网密度,河网密度型,水系特征,
气温,气温型,气候要素,
气候要素,气象要素,气候,气温

河流,水文系统,,
径流量,水文特征,河流,
径流,水文特征,河流,
气候,自然因素,,
植被覆盖,植被因素,,植被
土壤性质,土壤因素,,
自然因素,因素类型,,
人类活动,活动类型,,
综合,修饰词,,
影响,动词,,
多种,修饰词,,
河流径流量,水文特征,河流,径流影响因素、降水、植被
径流影响因素,影响因素,河流径流量,降水、植被
降水,降水型,径流影响因素,
植被,植被型,径流影响因素,
矿产,矿产型,矿产资源,
矿产资源,资源类型,,
我国,地理单元,,
东部地区,地理区域,我国,
气候湿润,气候特征,,
热量,气候要素,,
充足,修饰词,,
植被广泛分布,植被特征,,
植被类型,分类概念,,
纬度地带性,地带性规律,,
明显,修饰词,,
呈现,动词,,
东部地区植被,植被系统,东部地区,东部植被类型、森林、草原
东部植被类型,植被分类,东部地区植被,森林、草原
森林,森林型,东部植被类型,
草原,草原型,东部植被类型,
荒漠,荒漠型,干旱区植被,
干旱区植被,植被系统,,
红壤,土壤类型,,红壤特点、酸性、红色
南方地区,地理区域,我国,
高温多雨,气候特征,,
气候条件,气候因素,,
发育,动词,,
有机质,土壤成分,,
含量,属性,,
较低,修饰词,,
主要,修饰词,,
分布,动词,,
红壤特点,土壤特征,红壤,酸性、红色
酸性,酸性型,红壤特点,
红色,红色型,红壤特点,
碱性,碱性型,碱性土壤特点,
碱性土壤特点,土壤特征,,
陆地,地理单元,,
生态系统,生态概念,,
主体,核心概念,,
重要,修饰词,,
生态功能,功能类型,,
环境保护,保护类型,,
意义,概念,,
重大,修饰词,,
森林生态功能,生态系统功能,森林,森林生态作用、涵养水源、保持水土
森林生态作用,生态作用,森林生态功能,涵养水源、保持水土
涵养水源,涵养水源型,森林生态作用,
保持水土,保持水土型,森林生态作用,
增加风沙,增加风沙型,负面环境影响,
负面环境影响,环境影响,,
温带地区,地理区域,,
降水较少,降水特征,,
独特,修饰词,,
畜牧业,产业类型,,
基地,区域类型,,
草原分布区,地理区域,草原,草原特征、半干旱、草本为主
草原特征,区域特征,草原分布区,半干旱、草本为主
半干旱,半干旱型,草原特征,
草本为主,草本为主型,草原特征,
森林茂密,森林茂密型,森林区特征,
森林区特征,区域特征,,

黑土,土壤类型,,黑土特点、肥沃、有机质多
世界,地理范围,,
品质,质量属性,,
最好,修饰词,,
东北地区,地理区域,,
适宜,修饰词,,
发展,动词,,
农业生产,产业活动,,
黑土特点,土壤特征,黑土,肥沃、有机质多
肥沃,肥沃型,黑土特点,
有机质多,有机质多型,黑土特点,
贫瘠,贫瘠型,贫瘠土壤特点,
贫瘠土壤特点,土壤特征,,
山地,地形类型,,
植被,植被概念,,
垂直分布,分布规律,,
规律,概念,,
明显,修饰词,,
山麓,地形部位,,
山顶,地形部位,,
依次,修饰词,,
出现,动词,,
不同,修饰词,,
植被带,植被分布单元,,
受,动词,,
引起,动词,,
变化,概念,,
控制,动词,,
山地植被,植被系统,山地,
植被垂直分布,分布系统,山地植被,垂直分布因素、海拔、热量
垂直分布因素,影响因素,植被垂直分布,海拔、热量
海拔,海拔型,垂直分布因素,
热量,热量型,垂直分布因素,
经度,经度型,水平分布因素,
水平分布因素,影响因素,,
热带雨林,生态系统类型,,雨林特征、物种丰富、分层明显
地球,地理范围,,
生物多样性,生物特征,,
最高,修饰词,,
全年,时间词,,
高温多雨,气候特征,,
植物,生物类型,,
种类,分类概念,,
繁多,修饰词,,
雨林特征,生态特征,热带雨林,物种丰富、分层明显
物种丰富,物种丰富型,雨林特征,
分层明显,分层明显型,雨林特征,
落叶林,落叶林型,温带森林特征,
温带森林特征,生态特征,,
土壤退化,土壤过程,,退化类型、水土流失、盐碱化
土壤质量,土壤属性,,
下降,变化趋势,,
过程,概念,,
表现形式,形式概念,,
严重,修饰词,,
土地,地理单元,,
生产力,能力概念,,
退化类型,退化分类,土壤退化,水土流失、盐碱化
水土流失,水土流失型,退化类型,
盐碱化,盐碱化型,退化类型,
肥力增加,肥力增加型,土壤改良类型,
土壤改良类型,改良分类,,
农业生产,产业活动,,农业自然因素、气候、地形
自然条件,条件类型,,
社会经济条件,条件类型,,
双重,修饰词,,
土壤,自然要素,,
自然因素,因素类型,,
基础性,修饰词,,
作用,概念,,
其中,连接词,,
等,助词,,
农业自然因素,影响因素,农业生产,气候、地形
气候,气候型,农业自然因素,
地形,地形型,农业自然因素,
政策,政策型,社会经济因素,
社会经济因素,因素类型,,

我国,地理单元,,
畜牧业,产业类型,,畜牧业土地类型、草地、林地
发展,动词,,
需要,动词,,
大面积,修饰词,,
放牧场地,场地类型,,
放牧,活动类型,,
场地,空间概念,,
主要,修饰词,,
依托,动词,,
部分,修饰词,,
资源,资源概念,,
两种,修饰词,,
土地类型,分类概念,,
提供,动词,,
良好,修饰词,,
自然条件,条件类型,,
畜牧业土地类型,土地分类,畜牧业,草地、林地
草地,草地型,畜牧业土地类型,
林地,林地型,畜牧业土地类型,
水域,水域型,水体土地类型,
水体土地类型,土地分类,,
城市化,社会过程,,城市化表现、人口增加、用地扩张
社会经济发展,发展过程,,
必然,修饰词,,
趋势,概念,,
多个,修饰词,,
方面,概念,,
明显,修饰词,,
体现,动词,,
城市化表现,表现形式,城市化,人口增加、用地扩张
人口增加,人口增加型,城市化表现,
用地扩张,用地扩张型,城市化表现,
农村增多,农村增多型,逆城市化表现,
逆城市化表现,表现形式,,
工业,产业类型,,
区位选择,选择过程,,
区位,空间概念,,
选择,动词,,
综合,修饰词,,
考虑,动词,,
原料,生产要素,,
燃料,生产要素,,
劳动力,生产要素,,
降低,动词,,
成本,经济概念,,
提高,动词,,
效益,经济概念,,
工业区位选择,区位决策,,工业区位因素、交通、市场
工业区位因素,区位因素,工业区位选择,交通、市场
交通,交通型,工业区位因素,
市场,市场型,工业区位因素,
气候,气候型,农业区位因素,
农业区位因素,区位因素,,
人口,人口概念,,
迁移,人口过程,,
经济发展水平,经济指标,,
就业机会,社会条件,,
生活条件,社会条件,,
政策因素,社会因素,,
多方面,修饰词,,
迁出地,地域概念,,
迁入地,地域概念,,
产生,动词,,
重要,修饰词,,
人口迁移,人口流动,,迁移影响因素、经济、政策
迁移影响因素,影响因素,人口迁移,经济、政策
经济,经济型,迁移影响因素,
政策,政策型,迁移影响因素,
地形,地形型,自然地理因素,
自然地理因素,因素类型,,
现代,修饰词,,
交通运输,运输系统,,
运输,活动类型,,
方式,方法概念,,
多样,修饰词,,
各有,修饰词,,
优缺点,评价概念,,
运输量,运输指标,,
大,修饰词,,
速度,运输指标,,
快,修饰词,,
机动,特性,,
灵活,修饰词,,
合理,修饰词,,
交通运输方式,运输类型,,主要交通方式、铁路、公路
主要交通方式,交通分类,交通运输方式,铁路、公路
铁路,铁路型,主要交通方式,
公路,公路型,主要交通方式,
土壤,土壤型,土壤类型,
土壤类型,自然要素,,

资源型城市,城市类型,,资源城市特点、依赖资源、产业单一
城市,地理单元,,
高度,修饰词,,
依赖,动词,,
矿产资源,资源类型,,
开发,活动类型,,
产业结构,经济结构,,
单一,修饰词,,
枯竭,状态,,
面临,动词,,
转型,过程,,
困难,状态,,
问题,概念,,
资源城市特点,城市特征,资源型城市,依赖资源、产业单一
依赖资源,依赖资源型,资源城市特点,
产业单一,产业单一型,资源城市特点,
多元发展,多元发展型,综合型城市特点,
综合型城市特点,城市特征,,
区域,地理单元,,
协调,修饰词,,
要求,动词,,
统筹,修饰词,,
各,修饰词,,
地区,地理单元,,
资源禀赋,资源条件,,
产业基础,产业条件,,
发展水平,发展指标,,
优化,动词,,
配置,动词,,
布局,动词,,
区域发展,发展过程,,发展考虑因素、资源配置、产业布局
发展考虑因素,考虑要素,区域发展,资源配置、产业布局
资源配置,资源配置型,发展考虑因素,
产业布局,产业布局型,发展考虑因素,
地貌,地貌型,自然地理要素,
自然地理要素,地理要素,,
板块构造学说,地质理论,,
地球,天体,,
岩石圈,地球圈层,,
板块,地质单元,,
组成,动词,,
导致,动词,,
地质现象,现象类型,,
发生,动词,,
认为,动词,,
板块运动,地质过程,,板块运动表现、地震、火山
板块运动表现,地质表现,板块运动,地震、火山
地震,地震型,板块运动表现,
火山,火山型,板块运动表现,
降雨,降雨型,气象现象,
气象现象,现象类型,,
水循环,自然过程,,水循环环节、蒸发、降水
自然界,自然系统,,
水分,物质,,
不断,修饰词,,
运动,过程,,
转化,过程,,
相互联系,关系,,
环节,组成部分,,
包括,动词,,
水循环环节,循环阶段,水循环,蒸发、降水
蒸发,蒸发型,水循环环节,
降水,降水型,水循环环节,
风化,风化型,地质作用,
地质作用,地质过程,,
大气环流,大气过程,,大气环流类型、三圈环流、季风环流
全球,地理范围,,
范围,空间概念,,
空气,大气成分,,
大规模,修饰词,,
形式,概念,,
气候分布,气候格局,,
决定,动词,,
大气环流类型,环流分类,大气环流,三圈环流、季风环流
三圈环流,三圈环流型,大气环流类型,
季风环流,季风环流型,大气环流类型,
水循环,水循环型,水文过程,
水文过程,自然过程,,

岩石圈,地球圈层,,
物质循环,循环过程,,
描述,动词,,
三大,修饰词,,
之间,介词,,
相互转化,过程,,
岩石圈物质循环,地质循环,,岩石类型、岩浆岩、沉积岩
岩石类型,岩石分类,岩石圈物质循环,岩浆岩、沉积岩
岩浆岩,岩浆岩型,岩石类型,
沉积岩,沉积岩型,岩石类型,
大气,大气型,地球圈层,
地球圈层,地球系统,,
全球,地理范围,,
气候变暖,气候变化,,变暖影响、海平面上升、极端天气
当前,时间词,,
面临,动词,,
重大,修饰词,,
环境问题,问题类型,,
自然环境,环境系统,,
人类社会,社会系统,,
广泛,修饰词,,
变暖影响,影响类型,气候变暖,海平面上升、极端天气
海平面上升,海平面上升型,变暖影响,
极端天气,极端天气型,变暖影响,
气温下降,气温下降型,气候变冷影响,
气候变冷影响,影响类型,,
地壳,地球结构,,
地球内力,地质力量,,
内力,力量,,
表现形式,形式概念,,
方式,概念,,
塑造,动词,,
地表,地理单元,,
基本,修饰词,,
形态,概念,,
地壳运动,地质运动,,地壳运动类型、水平运动、垂直运动
地壳运动类型,运动分类,地壳运动,水平运动、垂直运动
水平运动,水平运动型,地壳运动类型,
垂直运动,垂直运动型,地壳运动类型,
降水,降水型,外力作用,
外力作用,地质作用,,
风化作用,地质作用,,风化类型、物理风化、化学风化
岩石,地质物质,,
条件,概念,,
破碎,过程,,
分解,过程,,
风化类型,风化分类,风化作用,物理风化、化学风化
物理风化,物理风化型,风化类型,
化学风化,化学风化型,风化类型,
板块运动,板块运动型,内力作用,
内力作用,地质作用,,
生态系统,生态概念,,生物成分、生产者、消费者
成分,组成部分,,
非生物,非生物概念,,
其中,连接词,,
生物,生物概念,,
部分,概念,,
功能,作用,,
类群,分类单元,,
生物成分,生态成分,生态系统,生产者、消费者
生产者,生产者型,生物成分,
消费者,消费者型,生物成分,
岩石,岩石型,非生物成分,
非生物成分,生态成分,,
