关键字,分类,上级,下级
环境质量,城市地理,环境质量,城市外缘、上风上水地带
环形,其他,环形,方格放射式或环形放射式
环形放射式,人文与经济地理,方格放射式或环形放射式,
现代,其他,现代,提高商品流通效率
生产,农业地理,生产,美国中央大平原
生产周期短,人文与经济地理,商品率高、生产周期短,
生产规模大,人文与经济地理,生产规模大、专业化程度高,
生产规模大、专业化程度高,决策型,其他、题目选项,生产规模大、专业化程度高
生产资料,其他,生产资料,因地制宜、可持续利用
生态,其他,生态,发展
生态农业,决策型,其他、题目选项,生态农业
生态功能,决策型,其他、题目选项,生态功能
生态可持续,决策型,其他、题目选项,生态可持续
生活,其他,生活,品质、安全、多样化
生物,其他,生物,人类不合理活动
生育,其他,生育,传统生育观念影响
生长期,其他,生长期,耐寒、早熟
用地,其他,用地,城市人口和用地规模扩大
用地紧张,人文与经济地理,用地紧张、污染集中,
用地紧张、污染集中,决策型,其他、题目选项,用地紧张、污染集中
用地规模扩大,人文与经济地理,城市人口和用地规模扩大,
电商,其他,电商,交通便利、物流高效
电子,其他,电子,人口稠密、工资较低地区
畜牧,农业地理,畜牧,nan
的,其他,的,区域发展的先行官
目前,其他,目前,地区间经济发展不平衡
目的,其他,目的,寻找最优区位、降低成本
直接,其他,直接,城市人口和用地规模扩大
相关,其他,相关,交通、餐饮、住宿、购物
相对,其他,相对,热量相对充足、水源便利
相对性,其他,相对性,增大
看重,其他,看重,矿产资源
短缺,其他,短缺,高耗水工业
短途,人文与经济地理,短途、小批量、鲜活货物,短途、小批量、鲜活货物
短途、小批量、鲜活货物,决策型,其他、题目选项,短途、小批量、鲜活货物
矿产资源,决策型,其他、题目选项,矿产资源
研发,其他,研发,矿产资源
研究,其他,研究,人地协调、可持续发展
破坏,其他,破坏,人类不合理活动
硬化,其他,硬化,城市内涝
社会,人口地理,社会,劳动力不足、养老压力大
社会经济因素,决策型,区域发展、题目选项,社会经济因素
离开,其他,离开,推力因素
种植,其他,种植,气候湿润、土壤呈酸性、地形有坡度
种植业,其他,种植业,水源
种植园,其他,种植园,热带地区
科技,其他,科技,增大
科技人才,其他,科技人才,高等院校和科研院所附近
科研院所,其他,科研院所,高等院校和科研院所附近
科研院所附近,人文与经济地理,高等院校和科研院所附近,
租金,其他,租金,租金较低、方便工人上下班
租金较低,人文与经济地理,租金较低、方便工人上下班,
租金较低、方便工人上下班,决策型,其他、题目选项,租金较低、方便工人上下班
积极,其他,积极,提供充足廉价劳动力
称为,其他,称为,虚假城市化或滞后城市化
程度,其他,程度,生产规模大、专业化程度高
稳定,其他,稳定,交通枢纽或人口密集区
空气,其他,空气,生态功能
突出,农业地理,突出,小农经营、单产高、商品率低
符合,其他,符合,生态可持续
符合区域发展规律,决策型,其他、题目选项,符合区域发展规律
第三产业,人文与经济地理,第三产业、发展新兴产业和第三产业,发展新兴产业和第三产业
等于,人口地理,等于,持续增长
等高线,其他,等高线,减小坡度、降低工程难度
类型,其他,类型,市场
粮食,其他,粮食,东北平原
粮食作物,其他,粮食作物,机械化、规模化生产
紧密,其他,紧密,更加紧密
紧张,城市地理,紧张,交通拥堵、住房紧张、环境恶化
繁忙,其他,繁忙,高楼林立、经济活动繁忙
经济,其他,经济,虚假城市化或滞后城市化
经济作物,其他,经济作物,热带地区
经济活动繁忙,人文与经济地理,高楼林立、经济活动繁忙,
经济衰退,其他,经济衰退,发展新兴产业和第三产业
经营,农业地理,经营,小农经营、单产高、商品率低
结构,其他,结构,继续扩大传统工业规模
结果,其他,结果,整体性和差异性
继续,其他,继续,继续扩大传统工业规模
继续扩大传统工业规模,决策型,其他、题目选项,继续扩大传统工业规模
绿地,其他,绿地,增加绿地和水域、节能减排
绿色,其他,绿色,生态可持续
缓解,其他,缓解,增加绿地和水域、节能减排
网点,其他,网点,人口多、市场大、交通便利
美化环境,其他,美化环境,生态功能
美国,农业地理,美国,美国中央大平原
美国中央大平原,决策型,农业地理、题目选项,美国中央大平原
老年人,人口地理,老年人,劳动力不足、养老压力大
老龄,人口地理,老龄,nan
考虑,工业地理,考虑,地价低、运输便利、污染小
耐寒,人文与经济地理,耐寒、早熟,耐寒、早熟
耐寒、早熟,决策型,其他、题目选项,耐寒、早熟
耕地,人文与经济地理,耕地、地形、水源,东北平原
耗水,其他,耗水,高耗水工业
联系,其他,联系,区域发展的先行官
聚落,其他,聚落,地形、耕地、水源
肥沃,其他,肥沃,东北平原
能源,其他,能源,动力导向型工业
脏乱,其他,脏乱,规划改造、完善基础设施
腹地,其他,腹地,更快
自然,人口地理,自然,持续增长
自然灾害,其他,自然灾害,推力因素
自然环境,其他,自然环境,保护生态、防治滑坡泥石流
航空运输,其他,航空运输,贵重、急需、轻型物品
节能,其他,节能,节能减排、优化布局
节能减排,人文与经济地理,节能减排、优化布局、增加绿地和水域,
节能减排、优化布局,决策型,其他、题目选项,节能减排、优化布局
花卉,其他,花卉,商品率高、生产周期短
范围,其他,范围,扩大农产品销售范围
范围广,其他,范围广,机械化、规模化生产
茶树,其他,茶树,气候湿润、土壤呈酸性、地形有坡度
草场,其他,草场,生产规模大、专业化程度高
落后,其他,落后,规划改造、完善基础设施
蔬菜,其他,蔬菜,商品率高、生产周期短
虚假,其他,虚假,虚假城市化或滞后城市化
虚假城市化,人文与经济地理,虚假城市化或滞后城市化,
虚假城市化或滞后城市化,决策型,其他、题目选项,虚假城市化或滞后城市化、虚假城市化、滞后城市化
行为,其他,行为,生态可持续
表现,其他,表现,城市环境恶化、乡村设施完善
衰落,其他,衰落,继续扩大传统工业规模
装配,其他,装配,人口稠密、工资较低地区
西,地理基础,西,nan
西北地区,其他,西北地区,水源
要求,城市地理,要求,城市外缘、上风上水地带
观念,其他,观念,传统生育观念影响
规划,其他,规划,规划改造、完善基础设施
规划改造,人文与经济地理,规划改造、完善基础设施,
规划改造、完善基础设施,决策型,其他、题目选项,规划改造、完善基础设施
规律,其他,规律,符合区域发展规律
规模,城市地理,规模,交通拥堵、住房紧张、环境恶化
规模化,其他,规模化,机械化、规模化生产
规模化生产,人文与经济地理,机械化、规模化生产,
设施,城市地理,设施,城市外缘、上风上水地带
调节,其他,调节,生态功能
谷物,农业地理,谷物,美国中央大平原
货源充足,其他,货源充足,更快
货物,其他,货物,短途、小批量、鲜活货物
货物运输,其他,货物运输,铁路或水运
贫困,其他,贫困,推力因素
购物,人文与经济地理,购物、交通、餐饮、住宿,交通、餐饮、住宿、购物
贵重,人文与经济地理,贵重、急需、轻型物品,贵重、急需、轻型物品
贵重、急需、轻型物品,决策型,其他、题目选项,贵重、急需、轻型物品
费用,其他,费用,矿产资源
资源,人文与经济地理,资源、技术、人才合理流动,继续扩大传统工业规模
资源、技术、人才合理流动,决策型,其他、题目选项,资源、技术、人才合理流动
资源密集型产业,人文与经济地理,劳动密集型或资源密集型产业,
资源数量,决策型,其他、题目选项,资源数量
起步晚,其他,起步晚,虚假城市化或滞后城市化
趋势,其他,趋势,符合区域发展规律
距离,其他,距离,地租较高
路面,其他,路面,城市内涝
转入,其他,转入,增加就业、促进工业化
转型,其他,转型,发展新兴产业和第三产业
转移,其他,转移,劳动密集型或资源密集型产业
轻型,其他,轻型,贵重、急需、轻型物品
轻型物品,人文与经济地理,贵重、急需、轻型物品,
轻工业,其他,轻工业,意大利东北部和中部
较,其他,较,地租较高
较差,其他,较差,租金较低、方便工人上下班
边缘,城市地理,边缘,nan
迁入,其他,迁入,提供充足廉价劳动力
迁出,其他,迁出,劳动力短缺、土地撂荒
过程,城市地理,过程,交通拥堵、住房紧张、环境恶化
运费,其他,运费,铁路或水运
运输,人文与经济地理,运输、供水、防卫功能,短途、小批量、鲜活货物
运输便利,人文与经济地理,地价低、运输便利、污染小,
运输成本,其他,运输成本,原料导向型工业
运量,其他,运量,铁路或水运
近海,其他,近海,中低纬度近海平原
进步,其他,进步,扩大农产品销售范围
远离,其他,远离,远离居民区、位于下风下水地带
远离居民区,人文与经济地理,远离居民区、位于下风下水地带,
远离居民区、位于下风下水地带,决策型,其他、题目选项,远离居民区、位于下风下水地带
远近,其他,远近,地租较高
适合,城市地理,适合,商业区
适应,其他,适应,虚假城市化或滞后城市化
适应性,其他,适应性,机械化、规模化生产
逆城市化,其他,逆城市化,城市环境恶化、乡村设施完善
选择,其他,选择,原料导向型工业
通常,城市地理,通常,商业区
通行,其他,通行,方格放射式或环形放射式
通达,其他,通达,地租较高
通过,其他,通过,减少对城区交通干扰
速度,其他,速度,短途、小批量、鲜活货物
造成,其他,造成,远离居民区、位于下风下水地带
道路,其他,道路,减少对城区交通干扰
遵循,其他,遵循,人口多、市场大、交通便利
避风,人文与经济地理,避风、港阔水深、地形平坦,港阔水深、避风、地形平坦
郊区,其他,郊区,人口工业集中、废热多、散热慢
配套,城市地理,配套,城市外缘、上风上水地带
重工业,其他,重工业,节能减排、优化布局
重点,其他,重点,节能减排、优化布局
钢铁工业,其他,钢铁工业,港口和市场
铁路,人文与经济地理,铁路、铁路或水运,交通便利、人流物流集中
铁路或水运,决策型,其他、题目选项,铁路或水运、铁路、水运
销售,其他,销售,扩大农产品销售范围
销售市场,其他,销售市场,交通枢纽或人口密集区
长期,人口地理,长期,持续增长
长途,其他,长途,铁路或水运
长途运输,其他,长途运输,市场导向型工业
问题,人口地理,问题,劳动力不足、养老压力大
间,其他,间,地区间经济发展不平衡
阔,其他,阔,港阔水深、避风、地形平坦
防卫,其他,防卫,供水、运输、防卫功能
防卫功能,人文与经济地理,供水、运输、防卫功能,
防治,其他,防治,保护生态、防治滑坡泥石流
防治滑坡泥石流,人文与经济地理,保护生态、防治滑坡泥石流,
附近,工业地理,附近,地价低、运输便利、污染小
陆域,其他,陆域,港阔水深、避风、地形平坦
降低,其他,降低,降低生产成本、提高利润
降低工程难度,人文与经济地理,减小坡度、降低工程难度,
降低成本,人文与经济地理,降低成本、寻找最优区位,地价低、运输便利、污染小
降低生产,其他,降低生产,降低生产成本、提高利润
降低生产成本,人文与经济地理,降低生产成本、提高利润,
降低生产成本、提高利润,决策型,其他、题目选项,降低生产成本、提高利润
降水,农业地理,降水,nan
限制,其他,限制,水源
随着,其他,随着,交通便利、物流高效
难度,其他,难度,减小坡度、降低工程难度
集中,其他,集中,交通便利、人流物流集中
集聚,城市地理,集聚,交通拥堵、住房紧张、环境恶化
需求,其他,需求,品质、安全、多样化
需要,其他,需要,劳动力导向型工业
青藏高原,其他,青藏高原,热量相对充足、水源便利
靠近,其他,靠近,原料导向型工业
靠近城市,人文与经济地理,靠近城市、交通便利、饲料充足,
靠近城市、交通便利、饲料充足,决策型,农业地理、题目选项,靠近城市、交通便利、饲料充足
面向,农业地理,面向,靠近城市、交通便利、饲料充足
餐饮,人文与经济地理,餐饮、交通、住宿、购物,交通、餐饮、住宿、购物
饲料,农业地理,饲料,靠近城市、交通便利、饲料充足
饲料充足,人文与经济地理,靠近城市、交通便利、饲料充足,
首先,其他,首先,资源数量
高,农业地理,高,小农经营、单产高、商品率低
高于,人口地理,高于,持续增长
高技术,其他,高技术,寻找最优区位、降低成本
高效,人文与经济地理,高效、实现城市有序、宜居发展,交通便利、物流高效
高新技术,其他,高新技术,高等院校和科研院所附近
高楼,其他,高楼,高楼林立、经济活动繁忙
高楼林立,人文与经济地理,高楼林立、经济活动繁忙,
高楼林立、经济活动繁忙,决策型,其他、题目选项,高楼林立、经济活动繁忙
高温多雨,其他,高温多雨,季风气候
高等院校,人文与经济地理,高等院校、高等院校和科研院所附近,高等院校和科研院所附近
高等院校和科研院所附近,决策型,其他、题目选项,高等院校和科研院所附近、高等院校、科研院所附近
高级,城市地理,高级,城市外缘、上风上水地带
高纬度,其他,高纬度,耐寒、早熟
高耗水工业,决策型,其他、题目选项,高耗水工业
高速公路,其他,高速公路,减少对城区交通干扰
鲜活,其他,鲜活,短途、小批量、鲜活货物
鲜活货物,人文与经济地理,短途、小批量、鲜活货物,
