关键字,分类,上级,下级
气体,气象与气候,气候系统,燃烧煤炭，石油等化石燃料、全球降水普遍减少
气候,气象与气候,气候系统,旱地农业、寒冷干燥、适合种植耐旱作物，且瓜果甜度高、亚热带季风气候、甘蔗、温带海洋性气候、我国南方地区的降水主要受夏季风影响、季风气候、亚马孙平原、热带草原、热带雨林气候、全球降水普遍减少、水稻、气温升高、热带雨林地区、地中海气候、非洲北部、燃烧煤炭，石油等化石燃料、更高、更多、不结冰、较小、非洲撒哈拉沙漠、冬冷夏热，降水稀少、南北纬30°-60°之间、降雪、中纬度大陆西岸、陆地、南美洲东南部、适合种植耐旱作物，冬季可灌溉种植、炎热干燥、我国北方地区冬季寒冷干燥主要受西北风影响、温带海洋性气候全年温和湿润、冰原气候、热带沙漠气候、海拔较低的沿海平原、某地区冬季出现极端寒潮，气温骤降、我国西北地区的干旱主要是因为远离海洋，降水稀少、温带季风气候、全年炎热干燥、仙人掌、没有、热带季风气候、全年寒冷，植被以苔原为主、较大、油橄榄
气候带,锚点词,气候要素,热带雨林气候
气候异常,气象与气候,气候系统,全球降水普遍减少、我国南方地区出现洪涝灾害
气压,气象与气候,气候系统,夏季、冷锋、炎热干燥、热带沙漠气候、南北纬30°附近
气流,气象与气候,气候系统,全年炎热干燥、非洲北部、更多、降水丰富、我国北方地区冬季寒冷干燥主要受西北风影响、热带沙漠气候、非洲撒哈拉沙漠
气温,气象与气候,气候系统,14:00、寒冷干燥、亚热带季风气候、温带海洋性气候、冷锋、热带雨林气候、燃烧煤炭，石油等化石燃料、更高、内陆地区、降水集中在夏季、较小、温带地区、降雪、中纬度大陆西岸、陆地、平原、冰原气候、温带海洋性气候全年温和湿润、热带沙漠气候、较大、从山麓到山顶，降水先增多后减少、温带季风气候、温带海洋性气候的形成主要受西风带和洋流影响、温带落叶阔叶林、暖锋、温带大陆性气候的冬冷夏热，年温差大、更强、8℃
气温升高,决策型,题目选项,nan
气温骤降,气象与气候,,
水分,气象与气候,气候系统,甘蔗、夏季、仙人掌、油橄榄
水汽,气象与气候,气候系统,降水丰富、降雪、非洲北部
水田农业,决策型,题目选项,nan
水稻,决策型,题目选项,nan
沙漠,气象与气候,气候系统,全年炎热干燥、地中海气候、南美洲东南部、仙人掌、热带雨林气候、热带沙漠气候、非洲撒哈拉沙漠
没有,决策型,题目选项,nan
河流,锚点词,气候要素,不结冰
油橄榄,决策型,题目选项,nan
沿海地区,决策型,气候系统,西北内陆地区、季风气候、内陆地区、较小、海拔较低的沿海平原
沿海山地,决策型,题目选项,nan
洋流,锚点词,气候要素,降水丰富
洋流影响,气象与气候,,
洪涝,锚点词,气候要素,夏季风强盛的年份
活动,气象与气候,气候系统,连续性阴雨天气、对流雨、燃烧煤炭，石油等化石燃料、冷锋、全球降水普遍减少
海南岛,决策型,题目选项,nan
海平面,气象与气候,气候系统,海拔较低的沿海平原、气温升高、全球降水普遍减少
海拔,气象与气候,气候系统,寒冷干燥、平原、青藏高原、温带落叶阔叶林、更高、更多、从山麓到山顶，降水先增多后减少、8℃、A山地
海拔较低的沿海平原,决策型,题目选项,nan
海拔较高的沿海地区,决策型,题目选项,nan
海拔高度,锚点词,气候要素,青藏高原
海水,气象与气候,气候系统,海拔较低的沿海平原、我国南方地区出现洪涝灾害
海洋,决策型,气候系统,夏季风强盛的年份、中纬度大陆西岸、陆地、南北纬30°-60°之间、我国南方地区的降水主要受夏季风影响、西北内陆地区、季风气候、从陆地吹向海洋、4-9月、锋面雨、降水丰富、温带海洋性气候、降水集中在夏季、较小、温带大陆性气候的冬冷夏热，年温差大、冬冷夏热，降水稀少、我国西北地区的干旱主要是因为远离海洋，降水稀少、温带海洋性气候的形成主要受西风带和洋流影响
海陆热力性质差异有关,气象与气候,,
消耗,锚点词,气候要素,夏季
淡水,锚点词,气候要素,气温升高
淹没,锚点词,气候要素,海拔较低的沿海平原
温和,气象与气候,气候系统,亚热带季风气候、地中海气候、中纬度大陆西岸、温带海洋性气候、欧洲西部、适合种植耐旱作物，冬季可灌溉种植、不结冰、较大、水稻、温带地区、温带海洋性气候的形成主要受西风带和洋流影响
温和多雨,决策型,题目选项,nan
温和湿润,决策型,题目选项,nan
温定,锚点词,气候要素,热带雨林气候
温室,气象与气候,气候系统,燃烧煤炭，石油等化石燃料、全球降水普遍减少
温差,气象与气候,气候系统,温带海洋性气候、冬冷夏热，降水稀少、适合种植耐旱作物，且瓜果甜度高、温带大陆性气候的冬冷夏热，年温差大
温带,气象与气候,气候系统,旱地农业、适合种植耐旱作物，且瓜果甜度高、亚热带季风气候、中纬度大陆西岸、南北纬30°-60°之间、温带海洋性气候、夏季、温带海洋性气候的形成主要受西风带和洋流影响、降水集中在夏季、热带沙漠气候、温带大陆性气候的冬冷夏热，年温差大、冬冷夏热，降水稀少、欧洲西部、温带地区、温带季风气候
温带地区,决策型,题目选项,nan
温带大陆性气候,决策型,题目选项,nan
温带大陆性气候的冬冷夏热,气象与气候,,
温带大陆性气候的冬冷夏热，年温差大,决策型,题目选项,nan
温带大陆性气候的夏季气温高于温带季风气候,决策型,题目选项,nan
温带大陆性气候的气温年较差小,决策型,题目选项,nan
温带季风气候,决策型,题目选项,nan
温带气候,锚点词,气候要素,温带海洋性气候
温带海洋性气候,决策型,题目选项,nan
温带海洋性气候主要分布在大陆东岸,决策型,题目选项,nan
温带海洋性气候全年温,气象与气候,,
温带海洋性气候全年温和湿润,决策型,题目选项,nan
温带海洋性气候的形成与洋流无关,决策型,题目选项,nan
温带海洋性气候的形成主要受西风带,气象与气候,,
温带海洋性气候的形成主要受西风带和洋流影响,决策型,题目选项,nan
温带落叶阔叶林,决策型,题目选项,nan
温度,气象与气候,气候系统,热带雨林地区、我国南方地区出现洪涝灾害
温暖,锚点词,气候要素,较大
湿季,气象与气候,气候系统,热带草原、夏季
湿润,气象与气候,气候系统,中纬度大陆西岸、温带海洋性气候、我国南方地区的降水主要受夏季风影响、更多、欧洲西部、较大、温带海洋性气候的形成主要受西风带和洋流影响
满足,锚点词,气候要素,仙人掌
漂流,锚点词,气候要素,温带海洋性气候的形成主要受西风带和洋流影响
澳大利亚中部,决策型,题目选项,nan
濒临,锚点词,气候要素,季风气候
炎热,气象与气候,气候系统,地中海气候、南美洲东南部、仙人掌、适合种植耐旱作物，冬季可灌溉种植、热带沙漠气候、非洲撒哈拉沙漠、较大、油橄榄、温带季风气候
炎热多雨,决策型,题目选项,nan
炎热干燥,决策型,题目选项,nan
热力,气象与气候,气候系统,陆地、从陆地吹向海洋、季风气候、我国季风气候的形成主要与海陆热力性质差异有关、没有
热带,气象与气候,气候系统,亚热带季风气候、全年炎热干燥、地中海气候、南美洲东南部、夏季、仙人掌、热带草原、热带雨林气候、热带沙漠气候、非洲撒哈拉沙漠、热带季风气候、海南岛、温带季风气候
热带地区,决策型,气候系统,热带季风气候、对流雨、温带地区
热带季风气候,决策型,题目选项,nan
热带气候,气象与气候,气候系统,温带海洋性气候、热带雨林气候、全年炎热干燥
热带沙漠地区,决策型,题目选项,nan
热带沙漠气候,决策型,题目选项,nan
热带沙漠气候全年炎热干燥,决策型,题目选项,nan
热带草原,决策型,题目选项,nan
热带草原气候,决策型,题目选项,nan
热带荒漠,决策型,题目选项,nan
热带雨林,决策型,气候系统,寒冷干燥、地中海气候、非洲北部、亚马孙平原、热带草原、热带雨林气候、温带季风气候
热带雨林地区,决策型,题目选项,nan
热带雨林气候,决策型,题目选项,nan
热膨胀,锚点词,气候要素,海拔较低的沿海平原
热量,气象与气候,气候系统,甘蔗、青藏高原
燃烧煤炭,气象与气候,,
燃烧煤炭、石油等化石燃料,决策型,题目选项,nan
爬升,锚点词,气候要素,暖锋
特征,气象与气候,气候系统,旱地农业、寒冷干燥、适合种植耐旱作物，且瓜果甜度高、亚热带季风气候、甘蔗、温带海洋性气候、冷锋、亚马孙平原、热带草原、热带雨林气候、水稻、海南岛、地中海气候、降水集中在夏季、不结冰、冬冷夏热，降水稀少、北极圈附近、夏季、锋面雨、适合种植耐旱作物，冬季可灌溉种植、炎热干燥、冰原气候、热带沙漠气候、温带季风气候、全年炎热干燥、暖锋、仙人掌、热带季风气候、全年寒冷，植被以苔原为主、温带大陆性气候的冬冷夏热，年温差大、油橄榄
特点,气象与气候,气候系统,连续性阴雨天气、季风气候、降水丰富、降水集中在夏季、热带雨林气候
状况,锚点词,气候要素,温带海洋性气候全年温和湿润
玉米,决策型,题目选项,nan
环境,锚点词,气候要素,北极圈附近
环流,气象与气候,气候系统,全年炎热干燥、降水丰富、炎热干燥、热带沙漠气候、热带季风气候、南北纬30°-60°之间、海南岛
现象,气象与气候,气候系统,全球降水普遍减少、某地区冬季出现极端寒潮，气温骤降、我国南方地区出现洪涝灾害
瓜果甜度高,气象与气候,,
甘蔗,决策型,题目选项,nan
甜菜,决策型,题目选项,nan
生产,气象与气候,气候系统,适合种植耐旱作物，且瓜果甜度高、甘蔗、适合种植耐旱作物，冬季可灌溉种植、我国南方地区出现洪涝灾害、某地区冬季出现极端寒潮，气温骤降、海拔较低的沿海平原
生产方式,锚点词,气候要素,旱地农业
生态平衡,锚点词,气候要素,气温升高
生活,气象与气候,气候系统,海拔较低的沿海平原、某地区冬季出现极端寒潮，气温骤降、我国南方地区出现洪涝灾害
生物,气象与气候,气候系统,热带雨林地区、亚马孙平原
生长,气象与气候,气候系统,北极圈附近、冰原气候、仙人掌
甲烷,锚点词,气候要素,燃烧煤炭，石油等化石燃料
畜牧业,决策型,题目选项,nan
盛行,气象与气候,气候系统,非洲北部、从陆地吹向海洋、我国北方地区冬季寒冷干燥主要受西北风影响、热带沙漠气候、非洲撒哈拉沙漠、南北纬30°-60°之间
直射,锚点词,气候要素,更高
直接,锚点词,气候要素,较强
相比,锚点词,气候要素,陆地
石油等化石燃料,气象与气候,,
破碎,锚点词,气候要素,热带雨林地区
硬叶林,锚点词,气候要素,油橄榄
确定,锚点词,气候要素,热带雨林气候
种植,气象与气候,气候系统,甘蔗、水稻
称为,锚点词,气候要素,更多
移动,气象与气候,气候系统,连续性阴雨天气、炎热干燥、夏季、暖锋
稀少,气象与气候,气候系统,全年寒冷，植被以苔原为主、降雪、适合种植耐旱作物，且瓜果甜度高、温带海洋性气候、仙人掌、锋面雨、热带草原、降水集中在夏季、冰原气候、热带沙漠气候、热带季风气候、冬冷夏热，降水稀少、我国西北地区的干旱主要是因为远离海洋，降水稀少、温带季风气候
程度,气象与气候,气候系统,热带季风气候、我国西北地区的干旱主要是因为远离海洋，降水稀少
空气,气象与气候,气候系统,对流雨、降雪
米处,锚点词,气候要素,更多
类型,气象与气候,气候系统,对流雨、降雪、亚热带季风气候、地中海气候、平原、温带海洋性气候、暴雨、夏季、季风气候、锋面雨、热带草原、热带雨林气候、冰原气候、热带沙漠气候、热带季风气候、油橄榄、温带季风气候
纬度,气象与气候,气候系统,陆地、青藏高原、冰原气候、温带海洋性气候全年温和湿润、温带季风气候
经济作物,锚点词,气候要素,甘蔗
结冰,决策型,题目选项,nan
结合,气象与气候,气候系统,14:00、旱地农业、对流雨、寒冷干燥、亚热带季风气候、油橄榄、甘蔗、温带海洋性气候、我国南方地区的降水主要受夏季风影响、季风气候、冷锋、亚马孙平原、热带草原、热带雨林气候、全球降水普遍减少、水稻、海南岛、欧洲西部、南北纬30°附近、气温升高、夏季风强盛的年份、地中海气候、非洲北部、燃烧煤炭，石油等化石燃料、暴雨、更高、更多、4-9月、内陆地区、降水集中在夏季、不结冰、较小、冬冷夏热，降水稀少、南北纬30°-60°之间、温带地区、A山地、连续性阴雨天气、降雪、北极圈附近、中纬度大陆西岸、陆地、平原、夏季、锋面雨、炎热干燥、我国季风气候的形成主要与海陆热力性质差异有关、我国北方地区冬季寒冷干燥主要受西北风影响、温带海洋性气候全年温和湿润、冰原气候、热带沙漠气候、海拔较低的沿海平原、较大、某地区冬季出现极端寒潮，气温骤降、从山麓到山顶，降水先增多后减少、我国西北地区的干旱主要是因为远离海洋，降水稀少、温带季风气候、温带海洋性气候的形成主要受西风带和洋流影响、较强、全年炎热干燥、温带落叶阔叶林、西北内陆地区、从陆地吹向海洋、暖锋、仙人掌、我国南方地区出现洪涝灾害、降水丰富、没有、热带季风气候、全年寒冷，植被以苔原为主、更强、温带大陆性气候的冬冷夏热，年温差大、8℃
缩小,锚点词,气候要素,气温升高
背风,气象与气候,气候系统,寒冷干燥、更多
苔原,气象与气候,气候系统,全年寒冷，植被以苔原为主、北极圈附近
苔原气候,决策型,题目选项,nan
苔藓,锚点词,气候要素,北极圈附近
茂密,锚点词,气候要素,亚马孙平原
茂盛,气象与气候,气候系统,热带草原、夏季
范围,锚点词,气候要素,更多
草原,气象与气候,气候系统,热带雨林气候、温带季风气候
草原气候,气象与气候,气候系统,热带草原、热带季风气候、夏季、温带季风气候
草木,锚点词,气候要素,热带草原
获得,气象与气候,气候系统,更高、温带季风气候
落叶,气象与气候,气候系统,旱地农业、夏季、温带季风气候
蒙古,锚点词,气候要素,我国北方地区冬季寒冷干燥主要受西北风影响
蒸发,气象与气候,气候系统,降雪、降水集中在夏季、我国西北地区的干旱主要是因为远离海洋，降水稀少、油橄榄
蜡质,锚点词,气候要素,油橄榄
融化,气象与气候,气候系统,海拔较低的沿海平原、气温升高、全球降水普遍减少
表现,气象与气候,气候系统,西北内陆地区、我国南方地区出现洪涝灾害
表面,锚点词,气候要素,油橄榄
西伯利亚,锚点词,气候要素,我国北方地区冬季寒冷干燥主要受西北风影响
西北,锚点词,气候要素,冬冷夏热，降水稀少
西北内陆地区,决策型,题目选项,nan
西北地区,气象与气候,气候系统,我国西北地区的干旱主要是因为远离海洋，降水稀少、适合种植耐旱作物，且瓜果甜度高
西风带,气象与气候,气候系统,中纬度大陆西岸、地中海气候、温带海洋性气候、炎热干燥、南北纬30°-60°之间、欧洲西部、温带海洋性气候的形成主要受西风带和洋流影响
要素,气象与气候,气候系统,热带雨林气候、温带海洋性气候全年温和湿润
覆盖,气象与气候,气候系统,全年寒冷，植被以苔原为主、冰原气候
规律,气象与气候,气候系统,寒冷干燥、温带海洋性气候、夏季、内陆地区、炎热干燥、没有、更强
规律性,气象与气候,气候系统,温带海洋性气候、南北纬30°附近
角小,锚点词,气候要素,更高
说法,气象与气候,气候系统,我国南方地区的降水主要受夏季风影响、我国季风气候的形成主要与海陆热力性质差异有关、我国北方地区冬季寒冷干燥主要受西北风影响、从山麓到山顶，降水先增多后减少、温带大陆性气候的冬冷夏热，年温差大、我国西北地区的干旱主要是因为远离海洋，降水稀少、温带海洋性气候的形成主要受西风带和洋流影响
调节作用,锚点词,气候要素,温带大陆性气候的冬冷夏热，年温差大
资源,锚点词,气候要素,气温升高
赤道,气象与气候,气候系统,非洲北部、夏季、我国南方地区出现洪涝灾害、热带雨林气候、南北纬30°附近
赤道附近,决策型,题目选项,nan
赤道附近的热带雨林地区,决策型,题目选项,nan
走向,锚点词,气候要素,更多
起伏,锚点词,气候要素,平原
超过,气象与气候,气候系统,暴雨、热带雨林气候、更多
距离,锚点词,气候要素,西北内陆地区
较大,决策型,气候系统,温带地区、内陆地区
较小,决策型,题目选项,nan
较差,气象与气候,气候系统,中纬度大陆西岸、平原、温带海洋性气候、内陆地区、较小、较大、温带地区
较弱,锚点词,气候要素,夏季风强盛的年份
较强,决策型,题目选项,nan
较缓,锚点词,气候要素,A山地
辐射,锚点词,气候要素,燃烧煤炭，石油等化石燃料
辐射强度,气象与气候,气候系统,较强、更强
辐射能,锚点词,气候要素,较强
过境,气象与气候,气候系统,暖锋、冷锋
过程,锚点词,气候要素,热带雨林地区
迎风,气象与气候,气候系统,降水丰富、寒冷干燥、更多
远离,气象与气候,气候系统,温带大陆性气候的冬冷夏热，年温差大、冬冷夏热，降水稀少、我国西北地区的干旱主要是因为远离海洋，降水稀少、降水集中在夏季
连续性,气象与气候,气候系统,连续性阴雨天气、暖锋、冷锋
连续性阴雨天气,决策型,题目选项,nan
适合,气象与气候,气候系统,甘蔗、水稻、较大、中纬度大陆西岸
适合发展畜牧业，不适合种植业,决策型,题目选项,nan
适合种植水稻，产量高,决策型,题目选项,nan
适合种植水稻，全年可种植,决策型,题目选项,nan
适合种植耐旱作物,气象与气候,,
适合种植耐旱作物，且瓜果甜度高,决策型,题目选项,nan
适合种植耐旱作物，冬季可灌溉种植,决策型,题目选项,nan
适应,气象与气候,气候系统,夏季、油橄榄
适应性,锚点词,气候要素,北极圈附近
选项,锚点词,气候要素,温带海洋性气候全年温和湿润
递减,锚点词,气候要素,更强
造成,锚点词,气候要素,某地区冬季出现极端寒潮，气温骤降
遇到,锚点词,气候要素,更多
酷寒,锚点词,气候要素,全年寒冷，植被以苔原为主
重大,锚点词,气候要素,我国南方地区出现洪涝灾害
重大损失,锚点词,气候要素,某地区冬季出现极端寒潮，气温骤降
重要,气象与气候,气候系统,南北纬30°-60°之间、全年炎热干燥、热带沙漠气候、冷锋
锋面,气象与气候,气候系统,连续性阴雨天气、对流雨、暖锋、冷锋
锋面雨,决策型,题目选项,nan
长江,锚点词,气候要素,不结冰
长江中下游地区,锚点词,气候要素,连续性阴雨天气
长江中下游平原,决策型,题目选项,nan
问题,锚点词,气候要素,全球降水普遍减少
阔叶林,气象与气候,气候系统,旱地农业、温带落叶阔叶林、夏季、水稻、温带季风气候
阳坡,锚点词,气候要素,更高
阴坡,锚点词,气候要素,更高
阴天,锚点词,气候要素,较强
阻挡,气象与气候,气候系统,更多、亚热带季风气候
阿拉伯半岛,决策型,题目选项,nan
陆地,决策型,气候系统,14:00、陆地、从陆地吹向海洋、季风气候、较小、温带大陆性气候的冬冷夏热，年温差大
降低,气象与气候,气候系统,从山麓到山顶，降水先增多后减少、温带落叶阔叶林、冷锋
降水,气象与气候,气候系统,对流雨、寒冷干燥、适合种植耐旱作物，且瓜果甜度高、温带海洋性气候、我国南方地区的降水主要受夏季风影响、冷锋、热带草原、热带雨林气候、夏季风强盛的年份、地中海气候、暴雨、更多、4-9月、降水集中在夏季、冬冷夏热，降水稀少、A山地、连续性阴雨天气、降雪、中纬度大陆西岸、锋面雨、温带海洋性气候全年温和湿润、冰原气候、热带沙漠气候、从山麓到山顶，降水先增多后减少、我国西北地区的干旱主要是因为远离海洋，降水稀少、温带季风气候、温带海洋性气候的形成主要受西风带和洋流影响、温带落叶阔叶林、西北内陆地区、暖锋、仙人掌、降水丰富、热带季风气候、全年寒冷，植被以苔原为主、较大
降水丰富,决策型,题目选项,nan
降水先增多后减少,气象与气候,,
降水减少,决策型,题目选项,nan
降水均匀,决策型,题目选项,nan
降水强度,锚点词,气候要素,暴雨
降水稀少,决策型,题目选项,
降水量,气象与气候,气候系统,旱地农业、降雪、南美洲东南部、温带海洋性气候、暴雨、西北内陆地区、我国南方地区的降水主要受夏季风影响、锋面雨、亚马孙平原、降水集中在夏季、热带雨林气候、热带沙漠气候、不结冰、热带季风气候、水稻、温带季风气候
降水集中在冬季,决策型,题目选项,nan
降水集中在夏季,决策型,题目选项,nan
降温,气象与气候,气候系统,从陆地吹向海洋、季风气候、冷锋、降水丰富、较小、温带大陆性气候的冬冷夏热，年温差大
降雨,气象与气候,气候系统,暖锋、冷锋
降雪,决策型,题目选项,nan
集中,气象与气候,气候系统,温带海洋性气候、4-9月、锋面雨、降水集中在夏季、热带季风气候、冬冷夏热，降水稀少、温带季风气候
雷阵雨,锚点词,气候要素,对流雨
需求,锚点词,气候要素,仙人掌
需要,锚点词,气候要素,降水丰富
青藏高原,决策型,题目选项,nan
静止,气象与气候,气候系统,连续性阴雨天气、冷锋
非洲,锚点词,气候要素,热带草原
非洲刚果盆地,决策型,题目选项,nan
非洲北部,决策型,题目选项,nan
非洲撒哈拉沙漠,决策型,题目选项,nan
面临,锚点词,气候要素,全球降水普遍减少
面积,锚点词,气候要素,气温升高
风化作用,锚点词,气候要素,热带雨林地区
风向,气象与气候,气候系统,从陆地吹向海洋、冷锋
风带,气象与气候,气候系统,炎热干燥、南北纬30°附近、夏季、热带沙漠气候
风雨,锚点词,气候要素,对流雨
高于,气象与气候,气候系统,不结冰、亚热带季风气候、陆地
高压,气象与气候,气候系统,我国北方地区冬季寒冷干燥主要受西北风影响、从陆地吹向海洋
高原,决策型,气候系统,从山麓到山顶，降水先增多后减少、温带落叶阔叶林
高原地区,锚点词,气候要素,平原
高原山地气候垂直变化明显,决策型,题目选项,nan
高原山地气候的垂直变化与海拔无关,决策型,题目选项,nan
高度,气象与气候,气候系统,A山地、更高、更多、温带季风气候
高气压,气象与气候,气候系统,地中海气候、南美洲东南部、炎热干燥、热带沙漠气候、非洲撒哈拉沙漠、南北纬30°附近
高温,气象与气候,气候系统,亚热带季风气候、温带海洋性气候、热带草原、热带雨林气候、热带沙漠气候、某地区冬季出现极端寒潮，气温骤降、热带季风气候
高温多雨,决策型,题目选项,nan
高纬度,锚点词,气候要素,更强
