关键字,分类,上级,下级
先行官,其他,先行官,区域发展的先行官
交通枢纽,其他,交通枢纽,交通枢纽或人口密集区
密集区,其他,密集区,交通枢纽或人口密集区
清洁,其他,清洁,清洁生产
间,其他,间,地区间经济发展不平衡
不,其他,不,地区间经济发展不平衡
平衡,其他,平衡,地区间经济发展不平衡
提供,其他,提供,提供充足廉价劳动力
撂荒,其他,撂荒,劳动力短缺、土地撂荒
较,其他,较,地租较高
用地,其他,用地,城市人口和用地规模扩大
园艺业,其他,园艺业,园艺业、水果种植
人流,其他,人流,交通便利、人流物流集中
集中,其他,集中,交通便利、人流物流集中
减小,其他,减小,减小坡度、降低工程难度
工程,其他,工程,减小坡度、降低工程难度
难度,其他,难度,减小坡度、降低工程难度
对,其他,对,减少对城区交通干扰
城区,其他,城区,减少对城区交通干扰
干扰,其他,干扰,减少对城区交通干扰
品质,其他,品质,品质、安全、多样化
安全,其他,安全,品质、安全、多样化
多样化,其他,多样化,品质、安全、多样化
新兴产业,其他,新兴产业,发展新兴产业和第三产业
第三产业,其他,第三产业,发展新兴产业和第三产业
生育,其他,生育,传统生育观念影响
观念,其他,观念,传统生育观念影响
规划,其他,规划,规划改造、完善基础设施
改造,其他,改造,规划改造、完善基础设施
东北,其他,东北,东北平原
周期短,其他,周期短,商品率高、生产周期短
节能,其他,节能,节能减排、优化布局
减排,其他,减排,节能减排、优化布局
优化,其他,优化,节能减排、优化布局
劳动密集型,其他,劳动密集型,劳动密集型或资源密集型产业
密集型,其他,密集型,劳动密集型或资源密集型产业
促进,其他,促进,增加就业、促进工业化
内涝,其他,内涝,城市内涝
整体性,其他,整体性,整体性和差异性
差异性,其他,差异性,整体性和差异性
供水,其他,供水,供水、运输、防卫功能
防卫,其他,防卫,供水、运输、防卫功能
高楼,其他,高楼,高楼林立、经济活动繁忙
林立,其他,林立,高楼林立、经济活动繁忙
活动,其他,活动,高楼林立、经济活动繁忙
繁忙,其他,繁忙,高楼林立、经济活动繁忙
租金,其他,租金,租金较低、方便工人上下班
方便,其他,方便,租金较低、方便工人上下班
工人,其他,工人,租金较低、方便工人上下班
上下班,其他,上下班,租金较低、方便工人上下班
耐寒,其他,耐寒,耐寒、早熟
早熟,其他,早熟,耐寒、早熟
远离,其他,远离,远离居民区、位于下风下水地带
居民区,其他,居民区,远离居民区、位于下风下水地带
位于,其他,位于,远离居民区、位于下风下水地带
下风,其他,下风,远离居民区、位于下风下水地带
下水,其他,下水,远离居民区、位于下风下水地带
商品流通,其他,商品流通,提高商品流通效率
餐饮,其他,餐饮,交通、餐饮、住宿、购物
住宿,其他,住宿,交通、餐饮、住宿、购物
购物,其他,购物,交通、餐饮、住宿、购物
人类,其他,人类,人类不合理活动
不合理,其他,不合理,人类不合理活动
拉力,其他,拉力,拉力因素
推力,其他,推力,推力因素
废热,其他,废热,人口工业集中、废热多、散热慢
散热,其他,散热,人口工业集中、废热多、散热慢
慢,其他,慢,人口工业集中、废热多、散热慢
绿地,其他,绿地,增加绿地和水域、节能减排
规模化,其他,规模化,机械化、规模化生产
更,其他,更,更快
快,其他,快,更快
保护,其他,保护,保护生态、防治滑坡泥石流
防治,其他,防治,保护生态、防治滑坡泥石流
滑坡,其他,滑坡,保护生态、防治滑坡泥石流
泥石流,其他,泥石流,保护生态、防治滑坡泥石流
人才,其他,人才,资源、技术、人才合理流动
合理流动,其他,合理流动,资源、技术、人才合理流动
新,其他,新,新工业区
规律,其他,规律,符合区域发展规律
因地制宜,其他,因地制宜,因地制宜、可持续利用
耗水,其他,耗水,高耗水工业
中,其他,中,中低纬度近海平原
低纬度,其他,低纬度,中低纬度近海平原
近海,其他,近海,中低纬度近海平原
有序,其他,有序,实现城市有序、高效、宜居发展
宜居,其他,宜居,实现城市有序、高效、宜居发展
紧密,其他,紧密,更加紧密
方格,其他,方格,方格放射式或环形放射式
放射,其他,放射,方格放射式或环形放射式
式,其他,式,方格放射式或环形放射式
环形,其他,环形,方格放射式或环形放射式
人,其他,人,人地协调、可持续发展
地,其他,地,人地协调、可持续发展
东,地理基础,东,
西,地理基础,西,
南,地理基础,南,
北,地理基础,北,
边缘,城市地理,边缘,
价格,工业地理,价格,
收益,工业地理,收益,
劳动,人口地理,劳动,
老龄,人口地理,老龄,
降水,农业地理,降水,
温度,农业地理,温度,
畜牧,农业地理,畜牧,
养殖,农业地理,养殖,
机械,农业地理,机械,
制造,工业地理,制造,
