关键字,分类,上级,下级
土壤的淋溶作用越强,土壤与植被,降水越多，土壤的淋溶作用越强，养分流失越明显,
土壤盐碱化,选项词,题目选项,nan
土壤相互制约,土壤与植被,植被与土壤相互制约，一方破坏会导致另一方退化,
土壤空气不足,土壤与植被,土壤空气不足，会导致植物根系缺氧，生长缓慢甚至死亡,
土壤空气不足，会导致植物根系缺氧，生长缓慢甚至死亡,决策型,题目选项,土壤空气不足、会导致植物根系缺氧、生长缓慢甚至死亡
土壤空气充足,土壤与植被,土壤空气充足，植物根系呼吸旺盛，生长健壮,
土壤空气充足，植物根系呼吸旺盛，生长健壮,决策型,题目选项,土壤空气充足、植物根系呼吸旺盛、生长健壮、土壤空气直接影响植物根系呼吸。、土壤空气直接影响植物根系呼吸
土壤类型,土壤类型,土壤,高寒冻土区
土壤组合,锚点词,土壤与植被,荒漠 — 荒漠土
土壤肥力,生物地理,土壤,肥沃、贫瘠、养分流失、有机质积累、肥力高、高温多雨淋溶强
土壤肥力上升,选项词,题目选项,nan
土壤肥力下降,土壤与植被,植被破坏会加剧土壤侵蚀，导致土层变薄、土壤肥力下降、过度放牧会导致植被破坏，土壤肥力下降,
土壤肥力提高,选项词,题目选项,nan
土壤肥力越高,土壤与植被,土壤肥力越高，植被生长越旺盛，覆盖率越高、植被越茂盛，土壤肥力越高、土壤越肥沃，植被生长越旺盛,
土壤肥力越高，植被生长越旺盛，覆盖率越高,决策型,题目选项,土壤肥力越高、植被生长越旺盛、覆盖率越高
土壤肥力通常越高,土壤与植被,土壤有机质含量越高，土壤肥力通常越高,
土壤能调节生态环境,土壤与植被,土壤能调节生态环境，保护土壤能维护生态平衡,
土壤能调节生态环境，保护土壤能维护生态平衡,决策型,题目选项,土壤能调节生态环境、保护土壤能维护生态平衡
土壤质地密切相关,土壤与植被,土壤保水性是指土壤保持水分的能力，与土壤质地密切相关,
土壤质地影响植被类型,土壤与植被,土壤质地影响植被类型，砂土适合耐旱植物生长,
土壤质地影响植被类型，砂土适合耐旱植物生长,决策型,题目选项,土壤质地影响植被类型、砂土适合耐旱植物生长、酸碱度显著影响植被分布，如喜酸植物在酸性土壤生长。
土壤质地越疏松（如砂土）,土壤与植被,土壤质地越疏松（如砂土），空气含量越高,
土壤质地越疏松（如砂土），空气含量越高,决策型,题目选项,土壤质地越疏松（如砂土）、空气含量越高
土壤质地越黏重,土壤与植被,土壤质地越黏重，保水能力越强，水分含量越高,
土壤质地越黏重，保水能力越强，水分含量越高,决策型,题目选项,土壤质地越黏重、保水能力越强、水分含量越高
土壤资源分布不均,土壤与植被,土壤资源分布不均，受气候、地形等因素影响,
土壤资源分布不均，受气候、地形等因素影响,决策型,题目选项,土壤资源分布不均、受气候、地形等因素影响
土壤资源数量有限,土壤与植被,土壤资源数量有限，需合理保护和利用,
土壤资源数量有限，需合理保护和利用,决策型,题目选项,土壤资源数量有限、需合理保护和利用、需合理保护、利用
土壤资源是可再生资源,土壤与植被,土壤资源是可再生资源，但再生速度缓慢,
土壤资源是可再生资源，但再生速度缓慢,决策型,题目选项,土壤资源是可再生资源、但再生速度缓慢、土壤资源具有可再生性、分布不均和有限性的特点。、土壤资源具有可再生性
土壤越肥沃,土壤与植被,植被越茂盛，土壤肥力越高；土壤越肥沃，植被生长越旺盛,
土壤退化,土壤退化型,题目选项,nan
土壤透气性,土壤与植被,土壤透气性和透水性良好，能提高土壤肥力、土壤透气性、透水性、保水性也是评价土壤肥力的指标,
土壤透气性、透水性、保水性也是评价土壤肥力的指标,决策型,题目选项,土壤透气性、透水性、保水性也是评价土壤肥力的指标
土壤透气性和透水性良好,土壤与植被,土壤透气性和透水性良好，能提高土壤肥力,
土壤透气性和透水性良好，能提高土壤肥力,决策型,题目选项,土壤透气性和透水性良好、土壤透气性、透水性良好、能提高土壤肥力
土壤透气性好,土壤与植被,土壤透气性好，氧气充足,
土壤透气性好，氧气充足,决策型,题目选项,土壤透气性好、氧气充足
土壤通气,锚点词,土壤与植被,壤土
土壤通气性越好,土壤与植被,土壤通气性越好，越有利于植物根系呼吸和微生物活动,
土壤通气性越好，越有利于植物根系呼吸和微生物活动,决策型,题目选项,土壤通气性越好、越有利于植物根系呼吸和微生物活动、越有利于植物根系呼吸、微生物活动
土壤通气性过强,土壤与植被,土壤通气性过强，会导致土壤水分快速蒸发，不利于植物生长,
土壤通气性过强，会导致土壤水分快速蒸发，不利于植物生长,决策型,题目选项,土壤通气性过强、会导致土壤水分快速蒸发、不利于植物生长
土壤酸化,选项词,题目选项,nan
土壤酸碱度失衡,土壤与植被,滥用化肥会导致土壤板结，土壤酸碱度失衡,
土壤酸碱性,土壤类型,土壤,中性、呈酸性、强酸性、碱性、酸性
土壤颜色越红（如红壤）,土壤与植被,氧化铁含量越高，土壤颜色越红（如红壤）,
土层,锚点词,土壤与植被,侵蚀、滑塌
土层加厚,选项词,题目选项,nan
土层加厚、肥力上升,选项词,题目选项,nan
土层厚、植被好,土层厚、植被好型,题目选项,nan
土层变薄、肥力下降,土层变薄、肥力下降型,题目选项,nan
土层更薄,选项词,题目选项,nan
土层浅薄,土层浅薄型,题目选项,nan
土层深厚,选项词,题目选项,nan
土层薄,土壤与植被,题目选项、寒带气候区，气温低，土壤有机质分解慢，土层薄,
土层薄、植被差,选项词,题目选项,nan
土层越薄,土壤与植被,坡度越大，土壤侵蚀作用越强，土层越薄,
土是,锚点词,土壤与植被,南方水田区
地下水,锚点词,土壤与植被,盐碱土
地下水位,锚点词,土壤与植被,次生盐碱化
地下水影响,土壤与植被,盐碱土多分布在干旱、半干旱地区，受地形和地下水影响,
地下水盐分易上升到地表积累,土壤与植被,干旱、半干旱地区，蒸发旺盛，地下水盐分易上升到地表积累,
地中海气候,地中海气候型,题目选项,nan
地势,锚点词,土壤与植被,土层厚、植被好
地势低洼,土壤与植被,地势低洼，排水不畅，盐分易聚集,
地势低洼，排水不畅，盐分易聚集,决策型,题目选项,地势低洼、排水不畅、盐分易聚集
地带,锚点词,土壤与植被,雨林→阔叶林→针叶林→苔原
地带性,锚点词,土壤与植被,一致
地形,地形地貌,成土因素,坡度、坡向、海拔、山区、平原、保持水土、保肥、保持水土、保肥
地形等因素影响,土壤与植被,陆生植被的分布主要受气候、土壤、地形等因素影响、土壤资源分布不均，受气候,
地理自然系统,通用,无,气象与气候、地形地貌、水文地理、土壤与植被
地表径流引起,土壤与植被,水力侵蚀是最常见的土壤侵蚀类型，主要由降水和地表径流引起,
地表缺乏保护,土壤与植被,植被覆盖度低，地表缺乏保护,
坡向,锚点词,土壤与植被,阴坡
坡度,地形地貌,地形,陡坡、缓坡、地表径流速度、保持水土、保肥
坡度越大,土壤与植被,坡度越大，土壤侵蚀作用越强，土层越薄,
坡度越大，土壤侵蚀作用越强，土层越薄,决策型,题目选项,坡度越大、土壤侵蚀作用越强、土层越薄
垂直分层能提高植被对光照,土壤与植被,垂直分层能提高植被对光照、水分等资源的利用效率,
垂直分层能提高植被对光照、水分等资源的利用效率,决策型,题目选项,垂直分层能提高植被对光照、水分等资源的利用效率
垂直分布因素,选项类型,土壤与植被,热量
基带,锚点词,土壤与植被,一致
增加光合作用,选项词,题目选项,nan
增加土壤透气性,土壤与植被,植物的根系能疏松土壤，增加土壤透气性和透水性、能改善土壤结构，增加土壤透气性和保水性、土壤微生物能改善土壤结构，增加土壤透气性、改善土壤结构，增加土壤透气性和保水性,
增加土壤透气性和保水性,土壤与植被,能改善土壤结构，增加土壤透气性和保水性、改善土壤结构，增加土壤透气性和保水性,
增加土壤透气性和透水性,土壤与植被,植物的根系能疏松土壤，增加土壤透气性和透水性,
增加空气湿度,土壤与植被,能调节气候，增加空气湿度，净化空气、增加空气湿度，促进降水，调节区域气候,
增加空气湿度，促进降水，调节区域气候,决策型,题目选项,增加空气湿度、促进降水、调节区域气候
增加蒸发、减少降水,选项词,题目选项,nan
增加蒸发、加剧干旱,选项词,题目选项,nan
增加降水,土壤与植被,调节气候，降低气温日较差和年较差，增加降水,
增强,锚点词,土壤与植被,土层变薄、肥力下降、土层变薄、肥力下降
增施有机肥,增施有机肥型,题目选项、增施有机肥，提高土壤有机质含量，改善土壤结构、增施有机肥，能增加土壤有机质，提高红壤肥力,
增施有机肥，提高土壤有机质含量，改善土壤结构,决策型,题目选项,增施有机肥、提高土壤有机质含量、改善土壤结构
增施有机肥，能增加土壤有机质，提高红壤肥力,决策型,题目选项,增施有机肥、能增加土壤有机质、提高红壤肥力
壤土,壤土型,题目选项、成土母质的颗粒大小影响土壤的质地（砂土、壤土、黏土）,
壤土的通气性介于两者之间,土壤与植被,砂土的通气性优于黏土，壤土的通气性介于两者之间,
壤土适合种植多种农作物,土壤与植被,壤土适合种植多种农作物，是农业生产的理想土壤,
壤土适合种植多种农作物，是农业生产的理想土壤,决策型,题目选项,壤土适合种植多种农作物、是农业生产的理想土壤
壤土颗粒直径介于砂土,土壤与植被,壤土颗粒直径介于砂土和黏土之间，质地适中,
壤土颗粒直径介于砂土和黏土之间,土壤与植被,壤土颗粒直径介于砂土和黏土之间，质地适中,
壤土颗粒直径介于砂土和黏土之间，质地适中,决策型,题目选项,壤土颗粒直径介于砂土和黏土之间、壤土颗粒直径介于砂土、黏土之间、质地适中
壤土：通气性,土壤与植被,壤土：通气性和保水性都适中，最适合农业生产,
壤土：通气性和保水性都适中,土壤与植被,壤土：通气性和保水性都适中，最适合农业生产,
壤土：通气性和保水性都适中，最适合农业生产,决策型,题目选项,壤土：通气性和保水性都适中、壤土：通气性、保水性都适中、最适合农业生产、不同质地土壤通气保水特性不同，壤土最理想。、不同质地土壤通气保水特性不同
处于,锚点词,土壤与植被,酸性、泥炭化
夏季枝叶繁茂,土壤与植被,夏季枝叶繁茂，能充分利用光照进行光合作用,
夏季枝叶繁茂，能充分利用光照进行光合作用,决策型,题目选项,夏季枝叶繁茂、能充分利用光照进行光合作用
夏季高温多雨,土壤与植被,主要分布在温带季风气候区，夏季高温多雨，冬季寒冷干燥,
外力作用,锚点词,土壤与植被,降水
多为森林植被,土壤与植被,沿海地区降水丰富，多为森林植被,
多为耐旱植物,土壤与植被,植被稀疏，多为耐旱植物，叶片细小或退化为刺,
多为黑土,选项词,题目选项,nan
多形成沙丘,土壤与植被,风力侵蚀主要发生在干旱、半干旱地区，多形成沙丘、戈壁,
多酸性土壤,土壤与植被,热带季风气候区，降水丰富，土壤淋溶作用强，多酸性土壤,
大于7为碱性土壤,土壤与植被,pH值小于7为酸性土壤，大于7为碱性土壤，等于7为中性土壤,
大多数农作物适合在中性,土壤与植被,大多数农作物适合在中性或微酸性土壤中生长,
大多数农作物适合在中性或微酸性土壤中生长,决策型,题目选项,大多数农作物适合在中性、微酸性土壤中生长
大量浇水,选项词,题目选项,nan
大陆性气候,锚点词,土壤与植被,森林→草原→荒漠
大面积,锚点词,土壤与植被,湿度下降、温差变大、湿度下降、温差变大
失去,锚点词,土壤与植被,土地沙化
如新疆,土壤与植被,荒漠植被主要分布在我国西北内陆地区，如新疆、甘肃,
如红壤,土壤与植被,南方地区多酸性土壤，如红壤、砖红壤,
如花生,土壤与植被,砂土适合种植耐旱、耐贫瘠的作物，如花生、红薯,
如黑土,土壤与植被,北方地区多中性、碱性土壤，如黑土、棕壤,
孔隙,锚点词,土壤与植被,根系呼吸
孔隙度大,土壤与植被,颗粒大，孔隙度大，透气性和透水性强,
孔隙度小,土壤与植被,孔隙度小，透气性和透水性差，易积水,
孔隙度小，透气性和透水性差，易积水,决策型,题目选项,孔隙度小、透气性和透水性差、透气性、透水性差、易积水
季短,锚点词,土壤与植被,苔原
季节,锚点词,土壤与植被,水土流失
季节性强,选项词,题目选项,nan
季雨林,选项词,题目选项,nan
季风区,锚点词,土壤与植被,水土流失
季风区降水特点,气候类型,气候,季节性强
季风气候,选项词,题目选项,nan
宁夏等地区,土壤与植被,温带草原主要分布在我国内蒙古、宁夏等地区,
完全不同,选项词,题目选项,nan
实施,锚点词,土壤与植被,更肥沃
容易,锚点词,土壤与植被,水土流失
密集,锚点词,土壤与植被,黑钙土
寒冷,锚点词,土壤与植被,苔原
寒冷、大风,寒冷、大风型,题目选项,nan
寒冷冻土,选项词,题目选项,nan
寒冷冻土广,选项词,题目选项,nan
寒带,选项词,题目选项,nan
寒带地区气温低,土壤与植被,寒带地区气温低，植被生长期短，甚至无植被生长,
寒带地区气温低，植被生长期短，甚至无植被生长,决策型,题目选项,寒带地区气温低、植被生长期短、甚至无植被生长
寒带气候区,土壤与植被,寒带气候区，气温低，土壤有机质分解慢，土层薄,
寒带气候区，气温低，土壤有机质分解慢，土层薄,决策型,题目选项,寒带气候区、气温低、土壤有机质分解慢、土层薄
对应,锚点词,土壤与植被,地中海气候
导致土壤肥力下降,土壤与植被,过度放牧会破坏草原植被，导致土壤肥力下降,
导致土层变薄,土壤与植被,植被破坏会加剧土壤侵蚀，导致土层变薄、土壤肥力下降,
导致生态恶化,土壤与植被,不合理的人类活动（如滥砍滥伐）会破坏植被，导致生态恶化,
小气候,锚点词,土壤与植被,湿度下降、温差变大、湿度下降、温差变大
少于,锚点词,土壤与植被,水分
尸体,土壤与植被,主要来源于植物的枯枝落叶、根系和动物的排泄物、尸体,
局部,锚点词,土壤与植被,湿度下降、温差变大
山区,锚点词,土壤与植被,土层厚、植被好
山地,锚点词,土壤与植被,土层浅薄
山地的海拔越高,土壤与植被,山地的海拔越高，植被垂直地带性越明显,
山地的海拔越高，植被垂直地带性越明显,决策型,题目选项,山地的海拔越高、植被垂直地带性越明显、垂直地带性随海拔升高而变化，与纬度地带性有相似性。、垂直地带性随海拔升高而变化
山地的迎风坡植被生长比背风坡好,土壤与植被,山地的迎风坡植被生长比背风坡好，因为降水丰富,
山地的迎风坡植被生长比背风坡好，因为降水丰富,决策型,题目选项,山地的迎风坡植被生长比背风坡好、因为降水丰富
山地的阳坡植被生长比阴坡好,土壤与植被,山地的阳坡植被生长比阴坡好，因为光照充足,
山地的阳坡植被生长比阴坡好，因为光照充足,决策型,题目选项,山地的阳坡植被生长比阴坡好、因为光照充足
山麓,锚点词,土壤与植被,绿洲
巨大,锚点词,土壤与植被,水热充足、循环快
带动旅游业发展,土壤与植被,作为观赏植物，美化环境，带动旅游业发展,
带状,锚点词,土壤与植被,绿洲
带走,锚点词,土壤与植被,质地变粗、肥力下降
常绿阔叶林,土壤与植被,题目选项、东部地区以森林植被为主，从南到北依次为热带雨林、常绿阔叶林、落叶阔叶林、针叶林,
干旱,锚点词,土壤与植被、干旱、半干旱地区，蒸发旺盛，地下水盐分易上升到地表积累、荒漠土壤贫瘠、干旱，仅能生长耐旱的荒漠植被,盐碱土
干旱、半干旱地区，蒸发旺盛，地下水盐分易上升到地表积累,决策型,题目选项,干旱、半干旱地区、蒸发旺盛、地下水盐分易上升到地表积累
干旱、风沙,选项词,题目选项,nan
干旱区,选项词,题目选项,nan
干旱半干旱低洼区,干旱半干旱低洼区型,题目选项,nan
干旱气候降水特点,气候类型,气候,稀少
干旱的环境中生长,土壤与植被,适应能力强，能在贫瘠、干旱的环境中生长,
干旱等灾害,土壤与植被,植被破坏会减少涵养水源能力，引发洪涝、干旱等灾害,
干旱缺水,干旱缺水型,题目选项,nan
干旱蒸发强,选项词,题目选项,nan
干旱风沙区,干旱风沙区型,题目选项,nan
干湿,锚点词,土壤与植被,干湿分明
干湿分明,干湿分明型,题目选项,nan
干燥,锚点词,土壤与植被,地中海气候
平原,锚点词,土壤与植被,肥沃
平缓,锚点词,土壤与植被,深厚肥沃
年较差,土壤与植被,调节气候，降低气温日较差和年较差，增加降水,
延缓土壤退化,土壤与植被,荒漠植被能固定土壤，减少风沙侵蚀，延缓土壤退化,
建立自然保护区,土壤与植被,建立自然保护区，保护原生植被,
建立自然保护区，保护原生植被,决策型,题目选项,建立自然保护区、保护原生植被
开花结果,选项词,题目选项,nan
引发洪涝,土壤与植被,植被破坏会减少涵养水源能力，引发洪涝、干旱等灾害、加剧水土流失，引发洪涝、泥石流等灾害,
弱,弱型,题目选项,nan
强,选项词,题目选项,nan
强烈,锚点词,土壤与植被,红壤
强酸性,选项词,题目选项,nan
形态,锚点词,土壤与植被,干旱缺水
影响农业生产,土壤与植被,破坏土壤结构，降低土壤肥力，影响农业生产,
影响植物根系呼吸,土壤与植被,土壤保水性过强，会导致土壤积水，影响植物根系呼吸,
径流,锚点词,土壤与植被,土层变薄、肥力下降
循环,锚点词,土壤与植被,比较贫瘠
微生物活动,土壤与植被,土壤通气性越好，越有利于植物根系呼吸和微生物活动,
微生物活动旺盛,土壤与植被,气温高，微生物活动旺盛,
微酸性土壤中生长,土壤与植被,大多数农作物适合在中性或微酸性土壤中生长,
快速退化,选项词,题目选项,nan
恢复土壤肥力,土壤与植被,轮作休耕能让土壤得到休息，恢复土壤肥力,
恶性循环,恶性循环型,题目选项,nan
意义,锚点词,土壤与植被,涵养水源
戈壁,土壤与植被,风力侵蚀主要发生在干旱、半干旱地区，多形成沙丘、戈壁,
成土,锚点词,土壤与植被,呈碱性
成土因素,生物地理,土壤,成土母质、气候、生物、地形、时间、人类活动
成土母质,生物地理,成土因素,石灰岩、花岗岩、砂岩、页岩、矿物质、呈碱性
成土母质是土壤形成的物质基础,土壤与植被,成土母质是土壤形成的物质基础，决定土壤的矿物质成分,
成土母质是土壤形成的物质基础，决定土壤的矿物质成分,决策型,题目选项,成土母质是土壤形成的物质基础、决定土壤的矿物质成分、成土母质是土壤的初始物质，决定了矿物质组成和质地，但肥力还受气候、生物等影响。、成土母质是土壤的初始物质、决定了矿物质组成和质地、决定了矿物质组成
成土母质的颗粒大小影响土壤的质地（砂土,土壤与植被,成土母质的颗粒大小影响土壤的质地（砂土、壤土、黏土）,
成土母质的颗粒大小影响土壤的质地（砂土、壤土、黏土）,决策型,题目选项,成土母质的颗粒大小影响土壤的质地（砂土、壤土、黏土）、成土母质是土壤的初始物质
截留,锚点词,土壤与植被,水土流失更轻
扩张,锚点词,土壤与植被,沙漠
抑制,锚点词,土壤与植被,高温多雨淋溶强
持续培肥,持续培肥型,题目选项,nan
指导农业生产,土壤与植被,指导农业生产，合理利用土壤和植被资源，提高农作物产量,
指导农业生产，合理利用土壤和植被资源，提高农作物产量,决策型,题目选项,指导农业生产、合理利用土壤和植被资源、合理利用土壤、植被资源、提高农作物产量
排水不畅,土壤与植被,地势低洼，排水不畅，盐分易聚集,
措施,锚点词,土壤与植被,只施化肥
提供木材,土壤与植被,题目选项、提供木材、药材、饲料等产品，保障人类生产生活需求,
提供木材、药材、饲料等产品，保障人类生产生活需求,决策型,题目选项,提供木材、药材、饲料等产品、保障人类生产生活需求
提供植物生长所需的养分,土壤与植被,提供植物生长所需的养分，提高土壤肥力,
提供植物生长所需的养分，提高土壤肥力,决策型,题目选项,提供植物生长所需的养分、提高土壤肥力
提高,锚点词,土壤与植被,水土流失
提高pH值,土壤与植被,酸性土壤可施加石灰、草木灰等，提高pH值,
提高农作物产量,土壤与植被,指导农业生产，合理利用土壤和植被资源，提高农作物产量,
提高土壤有机质含量,土壤与植被,增施有机肥，提高土壤有机质含量，改善土壤结构,
提高土壤肥力,土壤与植被,植物残体分解后能增加土壤有机质，提高土壤肥力、植被残体分解后增加土壤有机质，提高土壤肥力、合理施肥能补充土壤养分，提高土壤肥力、森林植被的枯枝落叶分解后，能增加土壤有机质，提高土壤肥力、草原植被的草本植物根系发达，能增加土壤有机质，提高土壤肥力、提供植物生长所需的养分，提高土壤肥力,
提高植被成活率,土壤与植被,优先选择 native 植物，提高植被成活率和稳定性,
提高植被成活率和稳定性,土壤与植被,优先选择 native 植物，提高植被成活率和稳定性,
提高植被覆盖度,土壤与植被,植树造林，提高植被覆盖度，能减少土壤侵蚀、退耕还林、还草，提高植被覆盖度,
提高温度,选项词,题目选项,nan
提高红壤肥力,土壤与植被,增施有机肥，能增加土壤有机质，提高红壤肥力,
支撑,锚点词,土壤与植被,水分
改变,锚点词,土壤与植被,水稻土
改善土壤性状,土壤与植被,酸性土壤可施加石灰，调节pH值，改善土壤性状,
改善土壤结构,土壤与植被,植被根系能疏松土壤，改善土壤结构、增施有机肥，提高土壤有机质含量，改善土壤结构、秸秆还田能增加土壤有机质，改善土壤结构、改善土壤结构，增加土壤透气性和保水性、改善土壤结构，促进土壤团粒结构形成,
改善土壤结构，促进土壤团粒结构形成,决策型,题目选项,改善土壤结构、促进土壤团粒结构形成
改善土壤结构，增加土壤透气性和保水性,决策型,题目选项,改善土壤结构、增加土壤透气性和保水性、增加土壤透气性、保水性
改善土壤透气性,土壤与植被,森林植被的根系能疏松土壤，改善土壤透气性和透水性,
改善土壤透气性和透水性,土壤与植被,森林植被的根系能疏松土壤，改善土壤透气性和透水性,
改善局部微环境,土壤与植被,能吸收少量水分，减缓土壤蒸发，改善局部微环境,
改善生态环境,土壤与植被,能固定土壤，减少水土流失，改善生态环境、植被恢复能增加植被覆盖度，减少土壤侵蚀，改善生态环境、合理的人类活动（如植树造林）能增加植被覆盖度，改善生态环境,
改良,锚点词,土壤与植被,只施化肥
改造,锚点词,土壤与植被,保持水土、保肥
放牧,锚点词,土壤与植被,土壤沙化、退化
散失,锚点词,土壤与植被,温带季风区
施用,锚点词,土壤与植被,退化
施用石灰,选项词,题目选项,nan
施肥,锚点词,土壤与植被,水稻土
无变化,选项词,题目选项,nan
无木质茎,土壤与植被,植株矮小，无木质茎，生长周期较短,
无法,锚点词,土壤与植被,林线
无需调节pH值,土壤与植被,中性土壤适合种植大多数农作物，无需调节pH值,
无高大乔木,土壤与植被,植被以草本植物为主，无高大乔木,
时间,锚点词,土壤与植被,苔原
旺盛,锚点词,土壤与植被,土壤盐碱化
明显,锚点词,土壤与植被,土层浅薄
易干旱,土壤与植被,保水保肥能力弱，易干旱、养分易流失,
易积水,土壤与植被,孔隙度小，透气性和透水性差，易积水,
是农业生产的理想土壤,土壤与植被,壤土适合种植多种农作物，是农业生产的理想土壤,
是森林植被的主要组成部分,土壤与植被,是森林植被的主要组成部分，能调节气候、涵养水源,
是森林植被的主要组成部分，能调节气候、涵养水源,决策型,题目选项,是森林植被的主要组成部分、能调节气候、涵养水源
是植物的“摇篮”,土壤与植被,为植物生长提供生长介质和养分，是植物的“摇篮”,
暖温带,锚点词,土壤与植被,肥力更高
更加茂盛,选项词,题目选项,nan
更板结,选项词,题目选项,nan
更肥沃,更肥沃型,题目选项,nan
最适合农业生产,土壤与植被,壤土：通气性和保水性都适中，最适合农业生产,
有效,锚点词,土壤与植被,增施有机肥
有机肥,锚点词,土壤与植被、砂土中添加黏土和有机肥，能改善保水保肥能力、碱性土壤可施加石膏、有机肥，降低土壤碱性,退化
有机质,锚点词,土壤与植被,干旱风沙区
有机质低,有机质低型,题目选项,nan
有机质分解快、流失多,有机质分解快、流失多型,题目选项,nan
有机质含量越低,土壤与植被,气温越高，土壤有机质分解速度越快，有机质含量越低,
有机质含量较低,土壤与植被,土壤呈酸性，有机质含量较低，肥力中等,
有机质含量较高,土壤与植被,温带大陆性气候区，降水少，蒸发旺盛，土壤多碱性，有机质含量较高,
有机质含量高,土壤与植被,黑土颜色深，有机质含量高，肥力强,
有机质极高,选项词,题目选项,nan
有机质积累,生物地理,成土过程,低温湿润、植物枯枝落叶、微生物分解慢、棕壤
有机质高,选项词,题目选项,nan
来源于,锚点词,土壤与植被,低温湿润区
松散,锚点词,土壤与植被,侵蚀、滑塌
板结,锚点词,土壤与植被,退化
极厚,锚点词,土壤与植被,肥力高
极易,锚点词,土壤与植被,土壤盐碱化
极端干旱区,选项词,题目选项,nan
林线,林线型,题目选项,nan
柑橘等喜酸作物,土壤与植被,酸性土壤适合种植茶树、柑橘等喜酸作物,
栗钙土,土壤与植被,温带季风气候区对应棕壤、褐土，温带大陆性气候区对应黑钙土、栗钙土,
根系,土壤与植被,主要来源于植物的枯枝落叶、根系和动物的排泄物、尸体,
根系发达,土壤与植被,根系发达，能固定土壤，减少风沙侵蚀、根系发达，能深入地下吸收水分、根系发达，能适应贫瘠的土壤、根系发达，能深入地下吸收水分和养分，固定土壤能力强,
根系发达，能固定土壤，减少风沙侵蚀,决策型,题目选项,根系发达、能固定土壤、减少风沙侵蚀
根系发达，能深入地下吸收水分,决策型,题目选项,根系发达、能深入地下吸收水分
根系发达，能深入地下吸收水分和养分，固定土壤能力强,决策型,题目选项,根系发达、能深入地下吸收水分和养分、能深入地下吸收水分、养分、固定土壤能力强
根系发达，能适应贫瘠的土壤,决策型,题目选项,根系发达、能适应贫瘠的土壤
根系呼吸,根系呼吸型,题目选项,nan
根系和动物的排泄物,土壤与植被,主要来源于植物的枯枝落叶、根系和动物的排泄物、尸体,
根系多为须根,土壤与植被,根系多为须根，能快速吸收水分和养分,
根系多为须根，能快速吸收水分和养分,决策型,题目选项,根系多为须根、能快速吸收水分和养分、能快速吸收水分、养分
根系更浅,选项词,题目选项,nan
梯田,锚点词,土壤与植被,保持水土、保肥
棕壤,棕壤型,题目选项、北方地区多中性、碱性土壤，如黑土、棕壤、褐土主要分布在温带地区,
棕壤、褐土主要分布在温带地区,决策型,题目选项,棕壤、褐土主要分布在温带地区、黑土主要分布在温带（如我国东北）。、黑土主要分布在温带（如我国东北）
森林,土壤与植被,题目选项、森林、草原、荒漠都属于陆生植被,
森林 — 黑土,选项词,题目选项,nan
森林→草原→荒漠,森林→草原→荒漠型,题目选项,nan
森林→荒漠→草原,选项词,题目选项,nan
森林、草原、荒漠都属于陆生植被,决策型,题目选项,森林、草原、荒漠都属于陆生植被
森林主要生态功能,植被类型,植被,涵养水源
森林区,锚点词,土壤与植被,水分
森林景观功能,植被类型,植被,美化环境
森林植被的垂直分层最明显,土壤与植被,森林植被的垂直分层最明显，可分为乔木层、灌木层、草本层,
森林植被的垂直分层最明显，可分为乔木层、灌木层、草本层,决策型,题目选项,森林植被的垂直分层最明显、可分为乔木层、灌木层、草本层、并非所有植被都有明显垂直分层，如草原、荒漠分层简单。、并非所有植被都有明显垂直分层
森林植被的枯枝落叶分解后,土壤与植被,森林植被的枯枝落叶分解后，能增加土壤有机质，提高土壤肥力,
森林植被的枯枝落叶分解后，能增加土壤有机质，提高土壤肥力,决策型,题目选项,森林植被的枯枝落叶分解后、能增加土壤有机质、提高土壤肥力、森林植被能维持土壤肥力，形成良性循环。、森林植被能维持土壤肥力
森林植被的根系能疏松土壤,土壤与植被,森林植被的根系能疏松土壤，改善土壤透气性和透水性,
森林植被的根系能疏松土壤，改善土壤透气性和透水性,决策型,题目选项,森林植被的根系能疏松土壤、改善土壤透气性和透水性、改善土壤透气性、透水性、森林植被能维持土壤肥力，形成良性循环。、森林植被能维持土壤肥力
森林植被要求土壤肥沃,土壤与植被,森林植被要求土壤肥沃、透气性好、水分充足,
森林植被要求土壤肥沃、透气性好、水分充足,决策型,题目选项,森林植被要求土壤肥沃、透气性好、水分充足
森林经济功能,植被类型,植被,提供木材
植树,锚点词,土壤与植被,固定沙丘、减弱风蚀
植树造林,土壤与植被,植树造林，提高植被覆盖度，能减少土壤侵蚀,
植树造林，提高植被覆盖度，能减少土壤侵蚀,决策型,题目选项,植树造林、提高植被覆盖度、能减少土壤侵蚀
植株矮小,土壤与植被,植株矮小，无木质茎，生长周期较短,
植株矮小，无木质茎，生长周期较短,决策型,题目选项,植株矮小、无木质茎、生长周期较短
植物,锚点词,土壤与植被,增施有机肥
植物会缺水枯萎,土壤与植被,土壤水分不足，植物会缺水枯萎；水分过多，会导致根系缺氧腐烂,
植物根系呼吸旺盛,土壤与植被,土壤空气充足，植物根系呼吸旺盛，生长健壮,
植物残体分解后能增加土壤有机质,土壤与植被,植物残体分解后能增加土壤有机质，提高土壤肥力,
植物残体分解后能增加土壤有机质，提高土壤肥力,决策型,题目选项,植物残体分解后能增加土壤有机质、提高土壤肥力
