关键字,分类,上级,下级
石笋,决策型,喀斯特地貌、题目选项、洞内常形成石钟乳、石笋,洞穴堆积、化学沉淀、石笋（化学堆积）
石笋从洞底向上生长,地形与地貌,石钟乳从洞顶向下生长，石笋从洞底向上生长,
石钟乳,决策型,题目选项,
石钟乳从洞顶向下生长,地形与地貌,石钟乳从洞顶向下生长，石笋从洞底向上生长,
石钟乳从洞顶向下生长，石笋从洞底向上生长,决策型,题目选项,石钟乳从洞顶向下生长、石笋从洞底向上生长
矿产资源,地形地貌,经济地理,盆地矿物、能源开发、盐类矿产
砾石,地形地貌,搬运物质,河流搬运、粗颗粒
积雪,地形地貌,冰川基础,长年不化、冰川形成
第四纪冰期,地形地貌,地质时期,黄土堆积、气候寒冷
等高线布局,地形与地貌,山地地区交通线路多沿河谷、等高线布局,
粉尘,地形地貌,搬运物质,黄土成分、风力搬运
粉尘物质,地形地貌,黄土成分,粒径细小、矿物组成
红海,地形地貌,张裂地带,板块张裂、裂谷海
纳斯卡板块,地形地貌,板块运动,太平洋、美洲板块
美洲板块,地形地貌,板块运动,南美洲、安第斯山脉
耕地破碎,地形地貌,喀斯特特征,农业不利、机械难行
聚宝盆,地形地貌,柴达木盆地,矿产资源、经济价值
背斜岩层向上拱起,地形与地貌,背斜岩层向上拱起，常形成山岭,
背斜岩层向上拱起，常形成山岭,决策型,题目选项,背斜岩层向上拱起、常形成山岭、背斜成山
背风坡坡度较陡,决策型,题目选项,背风坡陡
背风坡降水少,地形与地貌,山地迎风坡降水多，背风坡降水少,
腐殖质,地形地貌,黑土,有机物分解、营养物质
草原荒漠,地形地貌,内蒙古高原,植被分布、降水梯度
草甸草原,地形地貌,黑土,植被类型、有机物来源
蒙古高原,地形地貌,高原,黄土来源、风力搬运
裂谷,决策型,板块张裂、题目选项,东非大裂谷、张裂地貌
褶皱山,地形地貌,山地,板块挤压、层状褶皱
褶皱山脉,地形地貌,板块挤压,喜马拉雅、阿尔卑斯
西北干旱地区,决策型,题目选项,西北干旱区（如塔里木盆地）
西西伯利亚平原,地形地貌,平原,俄罗斯、湖积冰碛
西风带,地形地貌,气候影响,準噶尔盆地、降水来源
角峰,决策型,冰川侵蚀、题目选项,相邻冰川侵蚀、山峰尖锐、角峰（冰川侵蚀）
谷地,决策型,题目选项,形成谷地或洼地、形成谷地、洼地
贝加尔湖,决策型,题目选项,青海湖和贝加尔湖是构造断陷湖、贝加尔湖是构造断陷湖
起伏,地形地貌,地形,地表起伏大、地表起伏小、坦荡、崎岖
越易被侵蚀,地形与地貌,岩石越松软，越易被侵蚀,
辽东丘陵,地形地貌,丘陵,东北地区、地形过渡
辽河,地形地貌,河流,东北平原、河流冲积
迎风坡坡度较缓,决策型,题目选项,沙丘迎风坡缓
重力崩塌,决策型,题目选项,
钠盐,地形地貌,盐类矿产,化工原料、内陆盐碱湖
钾盐,地形地貌,盐类矿产,肥料原料、柴达木盆地
长江,地形地貌,河流,长江中下游平原、河流冲积、流水堆积
长江三峡,地形地貌,峡谷,长江侵蚀、巫山地区
长江中下游平原,决策型,平原、题目选项,河网密布、流水堆积、地势低平、水稻土、雨热同期、长江中下游平原和黄河三角洲是流水堆积形成
降水丰富,地形与地貌,气候湿润、降水丰富,
降水季节差异,地形地貌,气候类型,季风特征、季节集中
降水梯度,地形地貌,气候特征,东部湿润、西部干旱
陡崖,决策型,题目选项,
隆起,地形地貌,板块挤压,地壳上升、褶皱山脉
随海拔升高,地形与地貌,随海拔升高，地貌类型可能发生变化,
随海拔升高，地貌类型可能发生变化,决策型,题目选项,随海拔升高、地貌类型可能发生变化、海拔升高，水热变化，地貌类型可能变化。海拔越高，一般风化侵蚀作用越强。、地貌类型可能变化
雅丹地貌多分布在干旱地区,地形与地貌,雅丹地貌多分布在干旱地区，丹霞地貌多分布在湿润地区,
雅丹地貌多分布在干旱地区，丹霞地貌多分布在湿润地区,决策型,题目选项,雅丹地貌多分布在干旱地区、丹霞地貌多分布在湿润地区、雅丹是风蚀地貌，丹霞是流水侵蚀地貌，分布区气候不同。
雅丹地貌由风力作用形成,地形与地貌,雅丹地貌由风力作用形成，丹霞地貌由流水作用形成,
雅丹地貌由风力作用形成，丹霞地貌由流水作用形成,决策型,题目选项,雅丹地貌由风力作用形成、丹霞地貌由流水作用形成、雅丹是风蚀地貌，丹霞是流水侵蚀地貌，分布区气候不同。、雅丹是风蚀地貌、丹霞是流水侵蚀地貌
雅鲁藏布江,地形地貌,高原河流,青藏高原、深切峡谷
雅鲁藏布江大峡谷,地形地貌,峡谷,世界最深、雅鲁藏布江
雨热同期,地形地貌,气候特征,季风气候、农业生产
雪线,地形地貌,冰川特征,海拔界限、冰雪界线
需要石灰岩,地形与地貌,需要石灰岩和充足的水分,
需要石灰岩和充足的水分,决策型,题目选项,需要石灰岩、充足的水分、喀斯特作用需要可溶性岩石和水
青海湖,决策型,题目选项,
青藏高原,决策型,高原、题目选项,高海拔、板块挤压、冰川广布、地表起伏小、内部平坦、边缘陡峭、地壳抬升、青藏高原有现代冰川
青藏高原干旱区,决策型,题目选项,西北干旱区（如塔里木盆地）和青藏高原部分干旱区风蚀地貌显著、青藏高原部分干旱区风蚀地貌显著
非洲板块,地形地貌,板块运动,东非、张裂地貌
风力侵蚀,决策型,侵蚀作用、题目选项,风蚀蘑菇、雅丹地貌、剥蚀、风力侵蚀也有一定作用、风力侵蚀（如西北一些残丘）形成、是外力侵蚀的产物
风力侵蚀强烈,决策型,题目选项,雅丹地貌是干旱区风力侵蚀
风力堆积,决策型,堆积作用、题目选项,沙丘、黄土积累、沙漠、风力搬运
风力堆积形成深厚黄土层,决策型,题目选项,黄土塬是黄土堆积后
风化作用,决策型,题目选项,风化作用下形成的
风化壳,地形地貌,风化作用,表层风化、成土基础
风成地貌,地形地貌,外力地貌,风力堆积、黄土地貌
风蚀柱,决策型,风力侵蚀、题目选项,风力侵蚀、干旱地貌、风蚀洼地、风蚀柱是风力侵蚀地貌
风蚀洼地,决策型,风力侵蚀、题目选项,风力侵蚀、干旱地貌、风蚀柱是风力侵蚀地貌
风蚀蘑菇,决策型,题目选项,风蚀蘑菇（风力侵蚀）
风速减缓时,地形与地貌,风速减缓时，沙粒易堆积,
风速减缓时，沙粒易堆积,决策型,题目选项,风速减缓时、沙粒易堆积
高原,地形地貌,地形基本类型,海拔500米以上、内部平坦、边缘陡峭、青藏高原、黄土高原
高地,决策型,题目选项,
高大山脉,决策型,题目选项,
鱼米之乡,地形地貌,长江中下游平原,农业生产、物产丰富
黄土地貌,地形地貌,外力地貌,黄土塬、黄土墚、黄土峁、千沟万壑、土质疏松
黄土塬,决策型,题目选项,
黄土梁,决策型,黄土地貌、题目选项,平顶高地、黄土塬
黄土高原,地形地貌,高原,流水侵蚀、千沟万壑、风力堆积、垂直发育、沟壑纵横
黄土高原千沟万壑的地表,地形与地貌,黄土高原千沟万壑的地表与植被破坏、流水侵蚀相关,
黄土高原千沟万壑的地表与植被破坏,地形与地貌,黄土高原千沟万壑的地表与植被破坏、流水侵蚀相关,
黄土高原千沟万壑的地表与植被破坏、流水侵蚀相关,决策型,题目选项,黄土高原千沟万壑的地表与植被破坏、黄土高原千沟万壑的地表、植被破坏、流水侵蚀相关
黄山,地形地貌,山地,中山、花岗岩地貌
黄河,地形地貌,河流,华北平原、黄河冲积、古河道、河流分界
黄河三角洲,决策型,题目选项,黄河三角洲是流水堆积形成
黄河壶口瀑布,地形地貌,瀑布,黄河侵蚀、陕西山西
黑土,地形地貌,东北平原,腐殖质丰富、肥力高、植被积累
