关键字,分类,上级,下级
各国议会联盟,人文,国际议会组织,
合作机制,人文,,
合作社,农业,农业产业化经营,
合并,技术,地图综合,
合成孔径雷达,技术,遥感传感器,SAR
合成生物学,学科,系统生物学,
合格评定程序,人文,技术壁垒,
吊脚楼,人文,民居类型,
同心圆结构,人文,城市结构,
后工业化,人文,工业化进程,
向斜,地貌,褶皱,向斜轴、向斜核
向斜核,地貌,向斜,
向斜轴,地貌,向斜,
含沙量,水文,河流,泥沙含量、水土流失
吸收,天体系统,大气削弱,
吹蚀,地貌,风力侵蚀,
周期分析,技能,时间分析,
周边旅游,旅游,国内旅游,
呼吸系统流行病学,学科,慢性病流行病学,
咖啡,人文,经济作物,
咸水湖,水文,湖泊,青海湖、纳木错
哈德利环流,气候,全球大气环流,
哈萨克斯坦,区域,中亚,
哨兵数据,技术,卫星遥感,Sentinel
商业分布,人文,商业地理,
商业区,人文,城市功能区,中心商务区、商业街
商业区位论,人文,区位理论,中心地理论、零售区位
商业发展,人文,商业地理,
商业地理,人文,经济地理,商业类型、商业分布、商业发展
商业存在,人文,服务贸易模式,Mode 3、设立分支机构、外国直接投资
商业文化景观,人文,文化景观类型,传统商业街区、集市、贸易港口
商业用地,人文,城市土地利用,
商业类型,人文,商业地理,批发商业、零售商业、服务业
商业街,人文,商业区,
商务会展型,人文,旅游地分类,
商务服务,人文,生产性服务业,
喀斯特地貌,现象,岩溶地貌,
喀麦隆,区域,中非,
喜马拉雅山,地貌,山地,
喜马拉雅山脉,区域,中国山脉,
喜马拉雅造山运动,地球系统,造山运动,
喷灌,资源,节水灌溉,
器官传感器,技术,生物传感器,
噪声污染,人文,环境污染,
噪声监测,技术,环境监测,
四合院,人文,民居类型,
四大地理区域,中国地理,中国地理,北方地区、南方地区、西北地区、青藏地区
四大洋,区域,世界地理,太平洋、大西洋、印度洋、北冰洋
四大自由流动,人文,欧盟单一市场,货物自由流动、服务自由流动、人员自由流动、资本自由流动
四季变化,天体系统,地球公转,春分、夏至、秋分、冬至
四季更替,天体系统,地球公转,
四川盆地,地貌,盆地,四川
回归分析,研究,定量研究,
回归年,天体系统,地球公转周期,
回归线,天文地理,太阳直射点,北回归线、南回归线
因果分析,技能,分析技能,
园区经济,人文,产业结构,
固体废弃物污染,人文,环境污染,
固体废物污染,人文,环境污染,
固态电池,技术,动力电池,
国内产业转移,人文,产业转移,
国内旅游,旅游,旅游市场,城市居民旅游、农村居民旅游、周边旅游
国内迁移,人文,人口迁移,
国土空间规划,人文,区域发展,
国土综合整治,人文,区域发展,
国土资源,环境,区域发展,
国土资源调查,技术,遥感应用领域,
国家主权,人文,政治学,
国家公园,环境,生物保护,
国家气候政策,气候,气候变化政策,国家自主贡献、长期低碳发展战略、适应行动计划
国家级文物保护单位,人文,物质文化遗产,
国家级新区,人文,产业结构,
国家自主贡献,气候,国家气候政策,
国家重点生态功能区,人文,主体功能区,
国有土地,环境,区域发展,
国民待遇,人文,国际贸易,
国际产业转移,人文,产业转移,
国际体育组织,人文,国际组织,IOC、FIFA
国际关系,人文,政治学,
国际分工,经济地理,全球化,垂直分工、水平分工
国际制度,人文,国际关系,
国际劳工组织,人文,国际劳工组织,
国际卫生组织,人文,国际组织,WHO
国际原子能机构,人文,国际原子能组织,
国际原子能组织,人文,国际组织,IAEA
国际合作,人文,,多边合作、双边合作、区域合作
国际奥林匹克委员会,人文,国际体育组织,
国际技术组织,人文,国际组织,ITU
国际收支,人文,国际经济学,
国际教育组织,人文,国际组织,UNESCO
国际日期变更线,天体系统,180°经线,
国际民航组织,人文,国际民航组织,
国际气象组织,人文,国际组织,WMO
国际法,人文,国际关系,
国际海事组织,人文,国际海事组织,
国际环境组织,人文,国际组织,UNEP
国际电信联盟,人文,国际技术组织,
国际移民,人文,人口地理,
国际组织,人文,,OPEC、WTO、联合国、世界银行、IMF、APEC、ASEAN、EU、NATO、BRICS
国际组织比较,人文,国际组织,WTO、IMF、世界银行、UNCTAD
国际经济学,学科,经济学,
国际规范,人文,国际关系,
国际议会组织,人文,国际组织,IPU
国际货币基金组织,人文,国际组织,
国际贸易,经济地理,全球化,进出口贸易、贸易结构
国际贸易中心,人文,国际组织,ITC、贸易促进、中小企业支持
国际足球联合会,人文,国际体育组织,
国际迁移,人文,人口迁移,
图上距离,技能,距离计算,
图例,技能,地图要素,
图示比例尺,技能,比例尺,
图表制作,技能,应用技能,柱状图、折线图、饼状图、散点图
圆柱投影,计算,地图投影,
圆锥投影,计算,地图投影,
土地,人文,工业生产要素,
土地利用,环境,区域发展,
土地利用变化,气候,人为因素,
土地利用变化边界,环境,地球边界,
土地复垦,环境,区域发展,
土地市场,环境,区域发展,
土地开发,环境,区域发展,
土地效益,环境,区域发展,
土地整理,环境,区域发展,
土地流转,环境,区域发展,
土地确权,环境,区域发展,
土地管理,环境,区域发展,
土地纠纷,环境,区域发展,
土地荒漠化,环境,土壤环境问题,
土地财政,环境,区域发展,
土地资源,资源,资源地理,耕地、林地、草地、建设用地
土地资源管理,技术,地理信息系统应用,
土地金融,环境,区域发展,
土坡,地貌,冰缘地貌,
土壤,土壤,,土壤形成、土壤类型、土壤分布
土壤pH传感器,技术,土壤传感器,
土壤pH值,地球系统,土壤,酸性土壤、中性土壤、碱性土壤
土壤传感器,技术,智能传感器,
土壤侵蚀,环境,土壤退化,水土流失、风蚀
土壤养分传感器,技术,土壤传感器,
土壤剖面,地球系统,土壤,A层、B层、C层
土壤呼吸传感器,技术,土壤传感器,
土壤地理学,学科,自然地理学,
土壤形成,地球系统,土壤,成土因子、成土过程
土壤有机质,地球系统,土壤,
土壤有机质传感器,技术,土壤传感器,
土壤条件,人文,自然因素,
土壤污染,环境,环境问题,
土壤污染防治,环境,污染防治,
土壤温度传感器,技术,土壤传感器,
土壤湿度传感器,技术,土壤传感器,
土壤环境问题,环境,环境问题,土壤污染、土地荒漠化、土壤盐碱化、水土流失
土壤盐分传感器,技术,土壤传感器,
土壤盐碱化,环境,土壤环境问题,
土壤监测,环境,环境监测,
土壤碳汇,环境,碳汇,
土壤科学,学科,,土壤形成、土壤分类、土壤肥力
土壤类型,环境,土壤,红壤、黄壤、棕壤、黑土、栗钙土、灰钙土、灰漠土、灰棕漠土
土壤结构,地球系统,土壤,团粒结构、块状结构、柱状结构
土壤肥力,地球系统,土壤,
土壤质地,地球系统,土壤,砂土、壤土、黏土
土壤退化,环境,土壤,土壤侵蚀、土壤盐碱化、土壤污染
土壤重金属传感器,技术,土壤传感器,
土星,天体系统,类木行星,
土柱,地貌,风蚀地貌,
土楼,人文,民居类型,
在线监测,技术,环境监测,
地下水,资源,水资源,浅层地下水、深层地下水
地下水位变化,现象,地下水现象,
地下水侵蚀,地貌,水蚀,潜蚀、管涌
地下水勘探,技术,地球物理勘探,
地下水污染,环境,水体污染,
地下水现象,现象,水文现象,泉水、间歇泉、地下水位变化
地下水监测,技术,环境监测,
地下河,现象,岩溶地貌,
地中海,海洋,陆间海,
地中海-喜马拉雅地震带,地貌,地震带,
地中海-喜马拉雅带,地球系统,岩石圈断裂带,
地中海式,气候,海洋性气候,
地中海气候,气候,温带气候,
地中海气候区,气候,亚热带气候,
地产泡沫,人文,城市问题,
地价,环境,区域发展,
地势,地貌,,西高东低、三级阶梯
地史学,学科,地质学,
地图判读,技能,地图技能,高程判读、坡度判读、流向判读、区位判读
地图学,学科,地理学科,
地图技能,技能,地理技能,地图要素、地图类型、地图判读、地图绘制
地图投影,计算,坐标转换,圆柱投影、圆锥投影、方位投影
地图投影变形,技术,地图投影,长度变形、面积变形、角度变形、方向变形
地图版式,技术,地图设计,
地图符号,技术,地图要素,点状符号、线状符号、面状符号、注记符号
地图类型,技能,地图技能,地形图、气候图、人口图、交通图
地图绘制,技能,地图技能,等高线绘制、示意图绘制、统计图绘制
地图综合,技术,地图制图,选择、简化、夸张、概括、合并、位移
地图要素,技能,地图技能,图例、比例尺、方向、经纬网
地图设计,技术,地图制图,地图版式、色彩设计、符号设计、注记设计
地图阅读,技能,地理信息获取方式,
地图阅读法,学科,地理学习方法,
地垒,地貌,内力作用,
地垒地堑构造,地貌,断层构造,莱茵地堑、日本海
地堑,地貌,内力作用,
地壳,地球系统,地球结构,
地壳运动袭夺,地貌,河流袭夺类型,
地层学,学科,地质学,
地带性土壤,土壤,土壤类型,黑土、黄土、红土、紫色土
地幔,地球系统,地球结构,
地幔柱,地球系统,地幔,热点
地应力监测,技术,地质灾害监测,
地形,地貌,,高原、平原、盆地、山地、丘陵
地形分布,地貌,地貌特征,西部多高原盆地、东部多平原
地形分析,技术,地理信息科学,
地形分类,地貌,地貌,山地地形、平原地形、高原地形、盆地地形、丘陵地形
地形因子,气候,气候成因,海拔高度、地形雨、焚风效应
地形图,技能,地图类型,等高线地形图、分层设色地形图
地形图解读,技能,地理图表解读,
地形对气候影响,气候,气候成因,地形阻挡作用、地形抬升作用、下沉增温作用
地形抬升作用,气候,地形对气候影响,
地形条件,人文,自然因素,
地形测量,技术,测量学,
地形特征,地貌,,地势、地形类型、地形分布
地形类型,地貌,地形,高原、平原、盆地、山地、丘陵
地形适应,人文,空间布局,
地形阻挡作用,气候,地形对气候影响,
地形雨,气候,降水类型,
地慧说,地球系统,板块构造学说前身,
地方时,天体系统,时区,
地方时计算,计算,时间计算,
地月系统,天体系统,潮汐力,
地核,地球系统,地球结构,外核、内核
地热开发,资源,地热能,
地热能,资源,可再生能源,
地物光谱特征,技术,遥感原理,
地球信息科学,学科,地理信息科学,
地球公转,天体系统,,四季变化、昼夜长短
地球公转周期,天体系统,地球公转,恒星年、回归年
地球内部圈层,地球系统,,岩石圈、软流圈、地幔、外核、内核
地球化学勘探,技术,地球物理勘探,
地球发电机理论,地球系统,地磁场起源,
地球圈层,地球系统,,岩石圈、气圈、水圈、生物圈
地球大数据,技术,数字地球,
地球形状,天体系统,,椭球体、赤道半径
地球扁率,天体系统,地球形状,
地球物理勘探,技术,大地测量,
地球生态学,学科,全球生态学,
地球生物承载力,环境,生物承载力,
地球系统模式,气候,气候模式,ESM
地球系统科学,学科,地球系统,
地球结构,地球系统,,地壳、地幔、地核
地球能量平衡,天体系统,地球系统,热量收入、热量支出、热量传输
地球自转,天体系统,,昼夜更替、科氏力
地球自转周期,天体系统,地球自转,恒星日、太阳日
地球观测,技术,遥感技术,
地球超载日,环境,生物承载力,
地球轨道变化,气候,自然因素,
地球边界,环境,生态系统,
地球运动,天文地理,,自转、公转
地理位置,区位,,纬度位置、经度位置、海陆位置
地理信息,技术,地理信息技术,空间数据、非空间数据、地理信息分析
地理信息分析,技术,地理信息,空间分析、网络分析、地形分析
地理信息技术,技术,,遥感技术、地理信息系统、全球定位系统、数字地球
地理信息科学,学科,地理学科,GIS、GPS、RS
地理信息系统,技术,地理信息技术,GIS组成、GIS功能、GIS应用
地理信息系统应用,技术,地理信息系统,土地资源管理、城市规划、灾害监测、交通导航
地理信息获取方式,技能,地理技能,地图阅读、实地调查、遥感解译、文献查阅
地理国情认知,学科,地理学科,疆域与区位、自然地理特征、人文地理特征、资源环境特征
地理图表解读,技能,地理技能,地形图解读、等值线图解读、统计图表解读、遥感影像解读
地理坐标,天体系统,,经纬网
地理学习方法,学科,地理学科,地图阅读法、对比分析法、类比推理法、实地考察法
地理学科,学科,,自然地理学、人文地理学、经济地理学、城市地理学、区域地理学
地理学科思维方法,学科,地理学科,区域认知、综合思维、系统思维、空间思维、时间思维
地理实践力,学科,地理核心素养,
地理实践活动,技能,地理技能,野外实习、社会调查、资料收集、数据处理
地理技能,技能,,地图技能、计算技能、分析技能、应用技能
地理核心素养,学科,地理学科,人地协调观、区域认知、综合思维、地理实践力
地理模型构建,技能,地理技能,概念模型、数学模型、物理模型、计算机模型
地理演变,地理过程,地理过程,地形演变、气候演变、植被演变
地理现象,现象,,天文现象、气象现象、地质现象、水文现象、生物现象
地理研究方案设计,技能,地理技能,研究问题提出、研究方法选择、数据收集计划、分析方法确定
地理研究方法,研究,,定性研究、定量研究、实验研究、调查研究
地理编码,技术,地理信息科学,
地理规律,地理过程,地理过程,地域分异规律、距离衰减规律
地理计算,计算,,时间计算、距离计算、比例尺计算、坐标转换、气候计算
地理过程,地理过程,,自然过程、人文过程
地磁北极,地球系统,地磁极,
地磁南极,地球系统,地磁极,
地磁场,地球系统,,磁偏角、磁倾角
地磁场起源,地球系统,地磁场,地球发电机理论
地磁暴,现象,地磁场,
地磁极,地球系统,地磁场,磁北极、磁南极
地级行政区,区域,中国行政区,
地缘政治,人文,政治地理,
地表水,资源,水资源,河流水、湖泊水、冰川水
地表水监测,技术,环境监测,
地裂缝监测,技术,地质灾害监测,
地貌,地貌,,山地、平原、高原、盆地
地貌学,学科,自然地理学,
地貌特征,地貌,,地形分布、地势特点
地质公园,环境,农业地理,
地质年代,地球系统,,前寒武纪、古生代、中生代、新生代
地质旅游,旅游,旅游业,地质公园、地质景观、地质解说
地质景观,旅游,地质旅游,
地质灾害,灾害,自然灾害,地震灾害、火山灾害、滑坡、泥石流、地面沉降
地质灾害成因,灾害,地质灾害,自然因素、人为因素、综合因素
地质灾害监测,技术,灾害地质调查,
地质灾害防治,灾害,地质灾害,监测预警、工程治理、避险搬迁
地质灾害风险区划,灾害,灾害风险区划,
地质现象,现象,地理现象,岩溶地貌、冰川地貌、火山地貌、构造地貌
地质解说,旅游,地质旅游,
地转偏向力,天文地理,自转,北半球右偏、南半球左偏
地震,灾害,自然灾害,
地震勘探,技术,地球物理勘探,
地震带,地貌,地震,环太平洋地震带、地中海-喜马拉雅地震带
地震次生灾害,灾害,次生灾害,火灾、爆炸、有毒物质泄漏
地震波,地貌,地震,纵波、横波、面波
地震海啸,灾害,海啸生成机制,
地震灾害,灾害,地质灾害,
地震灾害风险区划,灾害,灾害风险区划,
地震烈度,地貌,地震震级,
地震监测,技术,地质灾害监测,
地震震级,地貌,地震,里氏震级、烈度
地面平台,技术,遥感平台,
地面沉降,灾害,地质灾害,
地面沉降监测,技术,地质灾害监测,
地面激光雷达,技术,激光雷达,
地面热源,天体系统,,地面辐射
地面辐射,天体系统,地面热源,
坐标计算,技能,计算技能,经纬度计算、时区计算
坐标转换,计算,地理计算,经纬度转换、地图投影
坝堤溃决,灾害,洪水次生灾害,
坡度,地貌,地形特征,缓坡、陡坡、急坡
坡度判读,技能,地图判读,
坦桑尼亚,区域,东非,
垂直交通,建筑,超高层建筑,高速电梯、穿梭电梯、空中大堂
垂直农业,农业,工业化农业,
垂直农场,人文,农业地理,
垂直地域分异,人文,农业地域分异,
垂直地带性,气候,海拔高度,
垃圾发电,资源,生物质能,
垃圾处理,人文,城市地理,
埃及,区域,北非,
埃塞俄比亚,区域,东非,
埃特纳火山,地貌,火山山,
城中村,人文,城市问题,
城乡一体化,人文,城乡统筹发展,
城乡公共服务均等化,人文,城乡统筹发展,
城乡分割,人文,城市问题,
城乡结合部,人文,城市边缘区,
城乡统筹发展,人文,区域发展,城乡一体化、城乡要素流动、城乡公共服务均等化
城乡要素流动,人文,城乡统筹发展,
城市,人文,,特大城市、大城市、中等城市、小城市
城市中心区,人文,城市圈层结构,
城市交通,人文,城市地理学,
城市交通问题,人文,城市问题,交通拥堵、停车难、通勤时间长、公共交通不足
城市代谢,人文,城市生态,
城市体系,人文,城市地理学,
城市公共服务,人文,城市管理,
城市内涝,灾害,洪涝灾害,
城市农业,人文,农业地理,
城市功能,人文,城市地理学,
城市功能分区,人文,城市功能区,居住区、商业区、工业区、行政区、文教区、绿地
城市功能区,人文,城市地理,住宅区、商业区、工业区、文教区
城市化,人文,城市地理,城市化水平、城市化进程、城市化问题
城市化水平,人文,城市化,
城市化率,人文,城市化,
城市化进程,人文,城市化,
城市化问题,人文,城市化,
城市可持续发展,人文,城市发展,环境可持续、经济可持续、社会可持续
城市圈层结构,人文,城市空间结构,城市中心区、城市边缘区、近郊区、远郊区、卫星城
城市土地利用,人文,城市地理学,
城市地域结构,人文,城市地理,
城市地理,人文,人文地理,城市化、城市等级、城市功能区、城市问题
城市地理学,学科,地理学科,
城市地裂缝,灾害,城市地质灾害,
城市地质灾害,灾害,地质灾害,城市地面沉降、城市地裂缝、城市滑坡
城市地面沉降,灾害,城市地质灾害,
城市复兴,人文,城市发展,
城市安全,人文,城市管理,
城市居民旅游,旅游,国内旅游,
城市带,人文,城市地理学,
城市应急管理,人文,城市管理,
城市形态,人文,城市地理学,
城市扩张,人文,城市化进程,
城市扩张监测,技术,遥感应用领域,
城市收缩,人文,城市发展,
城市更新,人文,城市规划,
城市森林,人文,绿地,
城市气候,气候,微气候,城市热岛效应、城市降水效应
城市污染,环境,城市环境,大气污染、水污染、噪声污染
城市治理,人文,城市发展,政府治理、市场调节、社会参与
城市滑坡,灾害,城市地质灾害,
城市热岛效应,气候,城市气候,
城市环境,环境,城市地理学,
城市生态,环境,城市地理学,
城市生态系统,人文,城市生态,
城市病,人文,城市问题,
城市空间,人文,城市地理学,
城市空间布局,人文,城市空间,
城市空间扩展,人文,城市空间,
城市空间结构,人文,城市空间,
城市等级,人文,城市地理,特大城市、大城市、中等城市、小城市
城市管理,技术,GIS应用,
城市管理科学,人文,城市地理,
城市经济学,学科,经济学,
城市结构,人文,城市地理学,
城市网络,人文,城市体系,城市群、都市圈、城市带
城市群,人文,城市地理学,
城市职能,人文,城市体系,政治职能、经济职能、文化职能、交通职能
城市规划,技术,遥感应用,
城市设计,人文,建筑学,
城市起源,人文,城市化进程,
城市轨道交通,人文,公共交通,
城市边缘区,人文,城市地理,城乡结合部、近郊区、远郊区
城市道路,人文,城市交通,快速路、主干道、次干道、支路
城市重构,人文,城市化进程,
城市问题,人文,城市地理,交通拥堵、环境污染、住房紧张、就业困难
城市降水效应,气候,城市气候,
城郊型,人文,区位类型,
城镇体系规划,人文,城市规划,大城市、中等城市、小城市、城镇等级体系、职能分工
城镇开发边界,环境,主体功能区,
城镇等级体系,人文,城市地理,
城镇群,人文,城市群,
城际高铁,技术,新基建,
基于自然的解决方案,环境,碳中和,NbS
基因传感器,技术,生物传感器,
基因工程,农业,农业生物技术,
基座阶地,地貌,河流阶地,
基本职能,人文,国际组织,
基督教,人文,世界宗教,天主教、东正教、新教
基础设施,人文,城市地理,
基础设施加固,气候,气候变化适应策略,
基础设施适应,气候,气候变化适应措施,
基础设施重建,灾害,灾后重建,
堆积阶地,地貌,河流阶地,
塑料污染,环境,海洋污染,
塔里木克拉通,地球系统,克拉通,
塔里木盆地,地貌,盆地,新疆
境外消费,人文,服务贸易模式,Mode 2、消费者移动、旅游医疗教育
增强现实,技术,计算机科学,AR
墨西哥,区域,北美洲,
声学传感器,技术,智能传感器,
复合型旅游地,旅游,旅游地类型,
复合型滑坡,灾害,滑坡类型,
复合税,人文,关税征收方式,从价税与从量税结合
复式三角洲,地貌,三角洲,
复式火山,地貌,火山,
夏威夷热点,地球系统,热点,
夏季风,气候,季风,
夏至,天体系统,四季变化,
外交关系,人文,国际关系,
外力作用,地貌,,侵蚀作用、搬运作用、沉积作用
外国游客旅游,旅游,入境旅游,
外太阳系,天体系统,太阳系结构,类木行星
外核,地球系统,地核,
外汇储备,人文,国际经济学,
外流河,地球系统,河流,
外部强迫,气候,气候变率,
外部经济,人文,产业结构,
多元化治理,人文,多边贸易体制未来,平行机制、小多边、区域协调
多元文明,人文,国际关系,
多光谱遥感,技术,遥感传感器,
多哈发展回合,人文,WTO谈判,2001年启动、发展议程、农业补贴
多样性,人文,农业生产特点,
多核心结构,人文,城市结构,
多波束测深,技术,海洋测量,
多组学,技术,物种识别传感器,
多胞环流模式,气候,大气环流模式,
多规合一,人文,区域发展,
多边主义,人文,国际关系,
多边合作,人文,国际合作,
多边形地貌,地貌,冰缘地貌,
多边贸易体制,人文,国际组织,
多边贸易体制危机,人文,WTO,上诉机构瘫痪、单边主义抬头、谈判功能弱化
多边贸易体制未来,人文,WTO,WTO 2.0、多元化治理、数字经济规则
多边贸易协定,人文,WTO,货物贸易协定、服务贸易协定、知识产权协定
多边贸易规则制定,人文,WTO职能,货物贸易规则、服务贸易规则、知识产权规则
夜间经济,人文,产业结构,
大兴安岭,区域,中国山脉,
大加速,环境,人类世,Great Acceleration
大地测量,技术,测量学,
大城市,人文,城市,
大学城,人文,文教区,
大峡谷,地貌,峡谷,
大数据,技术,统计学,
大数据产业,人文,产业结构,
大气-海洋相互作用,气候,气候系统相互作用,
大气保温,天体系统,大气辐射,
大气光学厚度,环境,大气环境,
大气削弱,天体系统,太阳辐射,反射、散射、吸收
大气化学,环境,大气环境,
大气吸收,环境,大气环境,
大气圈,气候,气候系统组成,
大气垂直结构,气候,大气圈,对流层、平流层、中间层、热层、外层
大气层,地球系统,气圈,对流层、平流层、中间层、热层
大气散射,环境,大气环境,
大气条件,灾害,沙尘暴成因,
大气气溶胶边界,环境,地球边界,
大气水,资源,水资源,
大气污染,环境,环境问题,
大气污染防治,环境,污染防治,
大气消光,环境,大气环境,
大气激光雷达,技术,激光雷达,
大气环境问题,环境,环境问题,全球变暖、臭氧层破坏、酸雨、雾霾
大气环流模式,气候,全球大气环流,三圈环流模式、三胞环流模式
大气监测,技术,环境监测,
大气能见度,环境,大气环境,
大气辐射,天体系统,,大气逆辐射、大气保温
大气逆辐射,天体系统,大气辐射,
大洋洲,区域,世界地理,澳大利亚、新西兰
大洋洲地区,区域,世界地理分区,澳大利亚、新西兰、太平洋岛国
大西洋,地球系统,海洋,北大西洋、南大西洋
大西洋中脊,地球系统,海岭,
大西洋多年代际振荡,气候,海洋现象,AMO
大都市区,人文,城市群,
大陆地壳,地球系统,地壳,硅铝层、花岗岩层
大陆坡,地貌,,
大陆性气候,气候,气候,温带大陆性、寒带大陆性
大陆架,地貌,,浅海平台
大陆漂移假说,地球系统,板块构造学说前身,
大陆漂移说,地球系统,板块构造学说前身,
大陆裂谷,地球系统,岩石圈构造单元,东非大裂谷、贝加尔裂谷
大陆隆,地貌,,
天体物理学,学科,,恒星、星系、宇宙
天坑,现象,岩溶地貌,
天山,地貌,山地,
天山山脉,区域,中国山脉,
天文学,学科,,太阳系、行星、恒星
天文现象,现象,地理现象,日食、月食、流星雨、极光
天气现象,气候,气象现象,霜、雾、霜冻、露、冰雹、雷电
天气系统,气候,,锋面系统、气旋系统、反气旋系统
天然气,资源,化石能源,
天然气开采,资源,矿产资源,
天然气水合物,海洋,海底矿物,多金属结核
天王星,天体系统,类木行星,
太平洋,地球系统,海洋,北太平洋、南太平洋
太平洋十年震荡,气候,气候振荡,
太平洋年代际振荡,气候,海洋现象,PDO
太平洋板块,地球系统,板块,太平洋火环
太平洋火环,地球系统,太平洋板块,
太湖,水文,淡水湖,
太空旅游,人文,旅游业,
太阳常数,天体系统,太阳辐射,
太阳日,天体系统,地球自转周期,
太阳活动,天体系统,,太阳黑子、太阳耀斑、日冕物质抛射
太阳直射点,天体系统,,南回归线、北回归线
太阳系结构,天体系统,,内太阳系、外太阳系、柯伊伯带、奥尔特云
太阳耀斑,天体系统,太阳活动,
太阳能,资源,可再生能源,
太阳能发电,资源,太阳能,
太阳辐射,天体系统,,太阳常数、大气削弱
太阳辐射强度,气候,纬度因子,
太阳辐射收支,天体系统,太阳辐射,辐射平衡、辐射失衡、温室效应增强
太阳风,天体系统,太阳,
太阳高度日变化,天体系统,太阳高度角,
太阳高度角,天体系统,,正午太阳高度、太阳高度日变化
太阳高度角计算,计算,气候计算,
太阳黑子,天体系统,太阳活动,
失业率,人文,宏观经济学,
失地农民,环境,区域发展,
夸张,技术,地图综合,
奥尔特云,天体系统,太阳系,
奥陶纪,地球系统,古生代,
妇女健康流行病学,学科,生殖健康流行病学,
委员会,人文,世界贸易组织结构,贸易与发展委员会、贸易与环境委员会、区域贸易协定委员会
威尔逊循环,地球系统,板块构造学说,裂谷阶段、扩张阶段、消亡阶段、碰撞阶段
娱乐服务,人文,消费性服务业,
孟加拉国,区域,南亚,
季节性,人文,农业生产特点,
季节性河流,地貌,河流类型,
季风,气候,风,夏季风、冬季风
季风变率,气候,季风,
季风撤退,气候,季风,
季风气候,气候,气候,亚热带季风、温带季风、热带季风
季风爆发,气候,季风,
季风环流,气候,海陆因子,
孤立国理论,人文,农业区位论,
宇宙学,学科,天体物理学,大爆炸理论、宇宙演化
宇宙射线,天体系统,,银河宇宙射线、太阳宇宙射线
安全合作,人文,国际关系,
安全标准,人文,非关税壁垒,
安全运行空间,环境,地球边界,
安山岩,地貌,火山岩,
宏基因组,技术,物种识别传感器,
宏蛋白组,技术,物种识别传感器,
宏观生态学,学科,生态学,
宏观经济学,学科,经济学,
宏转录组,技术,物种识别传感器,
宗教仪式场所,人文,宗教文化景观,
宗教冲突,人文,宗教学,
宗教分布,人文,文化地理,
宗教同化,人文,文化同化,
宗教地理,人文,文化地理,宗教空间分布、宗教景观、宗教活动区域
宗教学,学科,,世界宗教、宗教分布、宗教冲突
宗教文化景观,人文,文化景观类型,寺庙建筑群、朝圣路线、宗教仪式场所
宗教景观,人文,宗教地理,
宗教活动区域,人文,宗教地理,
宗教空间分布,人文,宗教地理,
定性研究,研究,地理研究方法,描述分析、比较分析、案例分析
定量生物学,学科,系统生物学,
定量研究,研究,地理研究方法,统计分析、数学建模、回归分析
定量遥感,技术,遥感应用,
定额管理,资源,水资源管理,
实地考察法,学科,地理学习方法,
实地调查,技能,应用技能,观察方法、记录方法、测量方法
实地距离,技能,距离计算,
实施税率,人文,关税税率,实际征收、可低于约束税率
实时动态定位,技术,GPS应用,RTK
实际距离,计算,距离计算,
实验研究,研究,地理研究方法,野外实验、室内实验、模拟实验
室内实验,研究,实验研究,
家庭农场,人文,农业地理,
宽带网络,技术,通信网络,
密度流,气候,洋流,
密度跃层,海洋,海水密度,
密西西比河三角洲,地貌,三角洲,
富士山,地貌,火山山,
富营养化,环境,湖泊污染,
寒带,气候,热量带,
寒带气候,气候,气候类型,苔原气候、冰原气候
寒带气候区,气候,气候区域,
寒带针叶林气候区,气候,寒带气候,
寒武纪,地球系统,古生代,
寒流,气候,洋流因子,
寒流降温减湿,气候,洋流对气候影响,
寒潮,气候,极端天气,
对比分析法,学科,地理学习方法,
对流层,地球系统,大气层,
对流雨,气候,降水类型,
寺庙建筑群,人文,宗教文化景观,
小亚细亚半岛,区域,西亚,
小城市,人文,城市,
小行星带,天体系统,太阳系,
小麦,人文,粮食作物,
小麦分布,人文,主要粮食作物分布,欧洲小麦带、北美小麦带、澳大利亚小麦区
少子化,人文,年龄结构,
少子高龄化,人文,人口问题,
少年人口,人文,年龄结构,
就业压力,人文,城市问题,
就业困难,人文,城市问题,
尼亚加拉瀑布,地貌,瀑布,
尼日利亚,区域,西非,
尼罗河三角洲,地貌,三角洲,
局地尺度,气候,气候变化空间尺度,
局地性环境问题,环境,环境问题,城市热岛效应、噪声污染、垃圾围城、水土流失
层级分布,人文,服务业布局,
居住区,人文,城市功能区,高档住宅区、普通住宅区、老旧居住区
居住用地,人文,城市土地利用,
属于,逻辑词,,归属、隶属
属性数据,技术,数据,
山体滑坡,灾害,台风次生灾害,
山地,地貌,地形,喜马拉雅山、昆仑山、天山、秦岭
山地地形,地貌,地形分类,高山、中山、低山
山坡,地貌,山地,阳坡、阴坡
山峰,地貌,山地,主峰、次峰
山水林田湖草,环境,区域发展,
山洪灾害,灾害,洪涝灾害,
山脉,地貌,山地,褶皱山、断块山、火山
山脊,地貌,山地,
山谷,地貌,山地,U形谷、V形谷
山谷风,天体系统,热力环流,
山谷风化袭夺,地貌,河流袭夺类型,
山麓,地貌,山地,
岛屿消失,环境,海平面上升影响,
岩浆,地貌,火山,岩浆房、岩浆通道
岩浆岩,地球系统,岩石循环,
岩浆房,地貌,岩浆,
岩浆通道,地貌,岩浆,
岩溶地貌,现象,地质现象,喀斯特地貌、溶洞、天坑、地下河
