关键字,分类,上级,下级
岩浆活动形成火山地貌,决策型,题目选项,岩浆活动形成火山，沉积作用形成沉积地貌。变质作用发生在地下，不直接形成地表地貌。、岩浆活动形成火山、沉积作用形成沉积地貌、不直接形成地表地貌
岩石在温度变化下出现裂缝,决策型,题目选项,温度变化导致岩石热胀冷缩不均
岩石坚硬,地形与地貌,向斜槽部受挤压，岩石坚硬,nan
岩石性质,决策型,题目选项,岩石性质和气候是重要自然因素
岩石疏松,地形与地貌,岩石疏松，易被侵蚀,nan
岩石疏松，易被侵蚀,决策型,题目选项,岩石疏松、易被侵蚀、岩石疏松
岩石越松软,地形与地貌,岩石越松软，越易被侵蚀,nan
岩石越松软，越易被侵蚀,决策型,题目选项,岩石越松软、越易被侵蚀
峡谷,决策型,河流侵蚀、题目选项,河流深切、两侧陡峭、流水侵蚀、峡谷（侵蚀）、峡谷（流水侵蚀）
峰丛,决策型,喀斯特地貌、题目选项,溶蚀地貌、群峰结合
峰林,决策型,喀斯特地貌、题目选项、多陡崖、峰林,流水溶蚀、塔状山峰
巴丹吉林沙漠,地形地貌,沙漠,西北内陆、风力堆积
巴西高原,地形地貌,高原,南美洲、面积最大、古老陆块
常形成山岭,地形与地貌,背斜岩层向上拱起，常形成山岭,nan
常形成谷地,地形与地貌,向斜岩层向下弯曲，常形成谷地,nan
干旱地区多风力地貌,决策型,题目选项,干旱区风成地貌为主
平原,决策型,地形基本类型、题目选项,海拔200米以下、平坦开阔、河网密布、冲积平原、河流冲积、平原海拔低
平原地区交通线路密集,地形与地貌,平原地区交通线路密集，多呈网状,nan
平原地区交通线路密集，多呈网状,决策型,题目选项,平原地区交通线路密集、多呈网状
平原地区气候更温,地形与地貌,平原地区气候更温和，温差小,nan
平原地区气候更温和,地形与地貌,平原地区气候更温和，温差小,nan
平原地区气候更温和，温差小,决策型,题目选项,平原地区气候更温和、平原地区气候更温、温差小、平原温差相对较小
平原地区河流流速慢,地形与地貌,平原地区河流流速慢，堆积强,nan
平原地区河流流速慢，堆积强,决策型,题目选项,平原地区河流流速慢、堆积强、山地河流落差大，流速快；平原河流流速慢。盆地河流不一定是内流河（如四川盆地是外流区）。、平原河流流速慢
平原地区适合发展种植业,决策型,题目选项,nan
平原多为堆积平原，多形成于河流中下游（冲积平原）和沿海地区（海积平原）。板块交界处多山地、高原。,地形与地貌,主要分布在河流中下游地区和沿海地区,
平原海拔低,地形与地貌,平原,
年轻褶皱带,地形地貌,青藏高原,地质年轻、板块挤压
年较差,地形地貌,气候特征,季节变化、温度差异
广西桂林,决策型,题目选项,nan
底部平坦,地形与地貌,呈半圆形洼地，底部平坦,nan
张力,地形地貌,地壳应力,裂谷形成、板块分离
强劲的偏北风将蒙古高原等地的粉尘物质吹送到黄土高原地区堆积而成,地形与地貌,风力从蒙古高原等地搬运堆积,
当河流携带泥沙到达入海口时,地形与地貌,河流携带的泥沙在入海口处堆积，逐渐形成三角洲,
形态奇特,地形与地貌,形态奇特，多呈垄脊状,nan
形态奇特，多呈垄脊状,决策型,题目选项,形态奇特、多呈垄脊状
微地貌,地形地貌,地貌,小尺度地形、局部特征
戈壁,决策型,题目选项,戈壁（风蚀）
成土基础,地形地貌,土壤形成,风化物质、母质来源
成都平原,地形地貌,四川盆地,盆地中心、物产丰富
我国东部沿海地区,决策型,题目选项,我国东部沿海地区（如辽东丘陵
我国东部沿海地区（如辽东丘陵,地形与地貌,我国东部沿海地区,
我国地势第一阶梯为青藏高原,地形与地貌,青藏高原,
我国河套平原,决策型,题目选项,河套平原是黄河冲积平原、河套平原处于干旱区
我国西北内陆地区,决策型,题目选项,我国西北内陆地区气候干旱
我国西北内陆地区气候干旱,地形与地貌,我国西北内陆地区,
所以地势中间低,地形与地貌,地势中间低，四周高,
扇缘物质颗粒较细,决策型,题目选项,颗粒细
扇顶物质颗粒较粗,决策型,题目选项,颗粒粗
挤压力,地形地貌,地壳应力,山脉形成、板块碰撞
搬运介质,地形地貌,搬运作用,流水、风力、冰川
搬运作用,地形地貌,外力作用,物质移动、三种形式
携带的物质堆积,地形与地貌,冰川融化时，携带的物质堆积,nan
改变地表坡度,地形与地貌,修建梯田，改变地表坡度,nan
改变地貌形态,地形与地貌,围湖造田，改变地貌形态,nan
断块山,决策型,山地、题目选项,断裂隆起、边界陡峭
断层两侧岩层有明显位移,决策型,题目选项,nan
断层两侧岩层相对位置发生改变,决策型,题目选项,nan
断层是地壳运动的产物,决策型,题目选项,断层是地壳运动（内里）形成的，常引发地震。、断层是地壳运动（内里）形成的
断层是岩层断裂并发生位移形成的,决策型,题目选项,断层是岩层断裂并位移，能形成断块山、地堑谷等地貌，对地表形态影响显著。、断层是岩层断裂并位移
断层湖,决策型,题目选项,nan
旅游业,地形地貌,产业,山地风景、地貌特殊
日较差,地形地貌,气候特征,日温变化、地带差异
昆仑山,地形与地貌,昆仑山、祁连山、横断山脉,
昆仑山、祁连山、横断山脉,决策型,题目选项,昆仑山、祁连山、横断山脉、二级阶梯的分界线是昆仑山—祁连山—横断山脉
易被侵蚀,地形与地貌,岩石疏松，易被侵蚀,nan
昼夜温差,地形地貌,气候特征,大陆性强、温度变化
昼夜温差大,地形与地貌,冬冷夏热，降水稀少，昼夜温差大,
松花江,地形地貌,河流,东北平原、支流
板块张裂,地形地貌,板块运动,裂谷、海洋、生长边界、板块分离、张力
板块挤压,决策型,板块运动、题目选项,隆起、褶皱山脉、海沟、消亡边界、地壳抬升、亚欧板块碰撞挤压、两大板块持续挤压、板块挤压是内力作用
板块挤压是内力作用,地形与地貌,板块挤压,
板块碰撞挤压,决策型,题目选项,板块挤压隆起形成
板块运动,地形地貌,地壳运动,板块碰撞、板块张裂、消亡边界、生长边界
林业,地形地貌,产业,山地利用、生态保护
柴达木盆地,地形地貌,盆地,青藏高原、聚宝盆、矿产丰富、海拔高、地质时期
植被破坏,地形与地貌,黄土高原千沟万壑的地表与植被破坏、流水侵蚀相关,nan
植被腐烂积累,决策型,题目选项,
植被腐烂速度慢,地形与地貌,气候寒冷，植被腐烂速度慢，腐殖质积累多,
植被覆盖率低,地形与地貌,地表千沟万壑，降水集中且多暴雨，植被覆盖率低,
横断山脉,地形与地貌,昆仑山、祁连山、横断山脉,
气候寒冷,地形与地貌,气候寒冷，植被腐烂速度慢，腐殖质积累多,
气候寒冷，植被腐烂速度慢，腐殖质积累多,决策型,题目选项,气候寒冷、植被腐烂速度慢、腐殖质积累多
气候干湿程度,决策型,题目选项,
气候条件,决策型,题目选项,nan
气候湿润,地形与地貌,气候湿润、降水丰富、气候湿润，雨热同期，适合水稻和油菜生长,
气候湿润、降水丰富,决策型,题目选项,气候湿润、降水丰富、湿润气候是关键
气候湿润，雨热同期，适合水稻和油菜生长,决策型,题目选项,气候湿润、雨热同期、适合水稻和油菜生长、适合水稻、油菜生长、长江中下游平原地处亚热带季风气候区，夏季高温多雨（雨热同期），水源充足，非常适宜喜暖湿的水稻和油菜生长。、非常适宜喜暖湿的水稻和油菜生长
气温低,地形与地貌,海拔高，气温低、海拔高，气温低，积雪不易融化,
水流湍急,地形与地貌,河流上游，地势陡峭，水流湍急,
水稻土,地形地貌,平原,长江中下游、湿润环境
水能资源,地形地貌,山地,阶梯差异、河流落差
水能资源丰富,地形与地貌,河流多自西向东流，落差大，水能资源丰富,
永久冰雪,地形地貌,极地地貌,终年冻结、高山地区
江南丘陵,地形地貌,丘陵,东南丘陵、植被丰富
沉积作用形成堆积地貌,决策型,题目选项,岩浆活动形成火山，沉积作用形成沉积地貌。变质作用发生在地下，不直接形成地表地貌。、沉积作用形成沉积地貌、不直接形成地表地貌
沙丘,决策型,题目选项,沙丘（风积）
沙坝,决策型,题目选项,沙滩
沙尘,地形地貌,搬运物质,风力搬运、细颗粒
沙滩,决策型,题目选项,nan
沙漠是典型的风力堆积地貌,地形与地貌,风力堆积,
沙粒大小均匀,地形与地貌,沙粒大小均匀，分选性好,nan
沙粒大小均匀，分选性好,决策型,题目选项,沙粒大小均匀、分选性好、风力堆积分选性好
沙粒易堆积,地形与地貌,风速减缓时，沙粒易堆积,nan
河口,地形地貌,河流地形,河海交界、三角洲形成
河套平原,地形地貌,平原,黄河冲积、风成黄土
河套平原处于干旱区,地形与地貌,我国河套平原,
河套平原是黄河冲积平原,地形与地貌,我国河套平原,
河流上游,地形与地貌,河流上游，地势陡峭，水流湍急,
河流上游落差大,地形与地貌,河流上游，地势陡峭，水流湍急,
河流上游，地势陡峭，水流湍急,决策型,题目选项,河流上游、地势陡峭、水流湍急、河流上游落差大
河流下游,地形与地貌,河流下游，地势平缓,
河流下游地势平缓,地形与地貌,河流下游，地势平缓,
河流下游，地势平缓,决策型,题目选项,河流下游、地势平缓、河流下游地势平缓
河流侵蚀,地形地貌,流水作用,河床下切、两侧侵蚀
河流冲积,地形地貌,外力作用,泥沙堆积、平原形成、地势低
河流堆积,地形地貌,流水作用,河床加高、横向扩展
河流多自西向东流,地形与地貌,河流多自西向东流，落差大，水能资源丰富,
河流多自西向东流，落差大，水能资源丰富,决策型,题目选项,河流多自西向东流、落差大、水能资源丰富、西高东低的地势使我国主要大河（如长江、黄河）自西向东流，并在阶梯交界处形成巨大落差，蕴藏着丰富的水能资源。、黄河）自西向东流、蕴藏着丰富的水能资源
河流搬运,地形地貌,流水作用,物质移动、能量巨大
河流携带大量泥沙,决策型,题目选项,nan
河流携带的泥沙在入海口处堆积,地形与地貌,河流携带的泥沙在入海口处堆积，逐渐形成三角洲,
河流携带的泥沙在入海口处堆积，逐渐形成三角洲,决策型,题目选项,河流携带的泥沙在入海口处堆积、逐渐形成三角洲、三角洲是典型的河流堆积地貌。当河流携带泥沙到达入海口时，流速减慢，加之海水（湖水）顶托，泥沙沉积形成三角洲。、三角洲是典型的河流堆积地貌、当河流携带泥沙到达入海口时、泥沙沉积形成三角洲
河流流经陡崖处,决策型,题目选项,nan
河流流速快,地形与地貌,河流流速快、侵蚀力强,nan
河流流速快、侵蚀力强,决策型,题目选项,河流流速快、侵蚀力强、需要流速快
河滩,地形地貌,河流地形,流水堆积、河道两侧
河漫滩,决策型,题目选项,nan
河漫滩平原,决策型,题目选项,河漫滩平原和冲积扇是流水堆积地貌、河漫滩平原（流水堆积）是外力作用形成
河网密布,地形与地貌,河网密布，物产丰富,
河网密布，物产丰富,决策型,题目选项,河网密布、物产丰富、河网密布、物产丰富
河谷,决策型,河流地形、题目选项,河流侵蚀、两侧陡峭、流水侵蚀
河道,地形地貌,河流地形,流水通道、侵蚀形成
油菜生长,地形与地貌,气候湿润，雨热同期，适合水稻和油菜生长,
沿海地区,地形与地貌,主要分布在河流中下游地区和沿海地区,
泥沙,地形地貌,搬运物质,河流携带、冲积形成
泥沙沉积形成三角洲,地形与地貌,河流携带的泥沙在入海口处堆积，逐渐形成三角洲,
泰山,地形地貌,山地,中山、中国五岳
洞内常形成石钟乳,地形与地貌,洞内常形成石钟乳、石笋,nan
洞内常形成石钟乳、石笋,决策型,题目选项,洞内常形成石钟乳、石笋、洞内化学堆积形成钟乳石等
洪积平原,决策型,平原类型、题目选项,山洪堆积、扇状分布、冲积平原包括洪积平原、河漫滩平原
洼地,决策型,地形、题目选项,地表凹陷、积水区域、形成谷地或洼地
流动沙漠,地形地貌,沙漠类型,沙丘移动、塔克拉玛干
流水,地形与地貌,流水或风力堆积形成、流水、风力、冰川都能进行搬运作用,
流水、风力、冰川都能进行搬运作用,决策型,题目选项,流水、风力、冰川都能进行搬运作用
流水侵蚀,决策型,侵蚀作用、题目选项,河谷、峡谷、沟壑纵横、溶蚀、流水溶蚀、河流侵蚀、丹霞地貌主要是在流水侵蚀、丘陵可由流水侵蚀（如东南丘陵）、陡坡地区流水侵蚀强
流水侵蚀共同形成,地形与地貌,由风力堆积和流水侵蚀共同形成,nan
流水侵蚀相关,地形与地貌,黄土高原千沟万壑的地表与植被破坏、流水侵蚀相关,nan
流水冲积,决策型,题目选项,
流水堆积,决策型,堆积作用、题目选项,三角洲、冲积扇、冲积平原、河口、平原形成、泥沙堆积、平原可由流水堆积（冲积平原）、属于流水堆积（化学堆积）作用
流水或风力堆积形成,决策型,题目选项,流水、风力堆积形成、海水（海积平原）等外力堆积作用形成
流水溶蚀,地形地貌,流水侵蚀,溶洞、峰林、喀斯特地貌、石灰岩
流速缓慢,地形与地貌,入海口地势平坦、流速缓慢,nan
流速越快,地形与地貌,流速越快，侵蚀力越强,nan
流速越快，侵蚀力越强,决策型,题目选项,流速越快、侵蚀力越强、侵蚀力与流速正相关、侵蚀力
浙闽丘陵,地形地貌,丘陵,东南地区、石灰岩分布
海岸地貌,地形地貌,外力地貌,海蚀崖、沙滩、潟湖
海岸岩石坚硬,决策型,题目选项,岩石坚硬易形成陡崖
海拔,地形地貌,地形,高海拔、低海拔、地势高低
海拔多在200-500米,地形与地貌,海拔多在200-500米之间，地表起伏和缓,
海拔多在200-500米之间,地形与地貌,海拔多在200-500米之间，起伏和缓、海拔多在200-500米之间，地表起伏和缓,
海拔多在200-500米之间，地表起伏和缓,决策型,题目选项,海拔多在200-500米之间、地表起伏和缓、地表起伏、东南丘陵是典型的丘陵地形，海拔多在200-500米，地表起伏和缓。、海拔多在200-500米、地表起伏和缓
海拔多在200-500米之间，起伏和缓,决策型,题目选项,海拔多在200-500米之间、起伏和缓、起伏、丘陵的海拔一般在200-500米，地表起伏和缓，山东丘陵符合此特征。、丘陵的海拔一般在200-500米
海拔越高,地形与地貌,海拔越高，侵蚀作用越强,nan
海拔越高，侵蚀作用越强,决策型,题目选项,海拔越高、侵蚀作用越强、海拔升高，水热变化，地貌类型可能变化。海拔越高，一般风化侵蚀作用越强。、海拔升高、海拔越高、一般风化侵蚀作用越强
海拔较低（一般在500米以下）,决策型,题目选项,nan
海拔较高（一般在500米以上）,决策型,题目选项,nan
海拔高,地形与地貌,海拔高，气温低、海拔高，气温低，积雪不易融化,
海拔高低,决策型,题目选项,海拔高低是最显著的
海拔高低是最显著的,地形与地貌,海拔高低,
海拔高，气温低,决策型,题目选项,海拔高、气温低
海拔高，气温低，积雪不易融化,决策型,题目选项,海拔高、气温低、积雪不易融化
海水（海积平原）等外力堆积作用形成,地形与地貌,流水或风力堆积形成,
海沟,地形地貌,板块挤压,消亡边界、板块俯冲
海河,地形地貌,河流,华北平原、冲积
海洋,决策型,题目选项,nan
海浪冲击力强,决策型,题目选项,nan
海浪搬运大量泥沙,决策型,题目选项,nan
海浪速度减缓,决策型,题目选项,nan
海积地貌,地形与地貌,分为海蚀地貌和海积地貌,nan
海蚀崖,决策型,题目选项,nan
海蚀柱,决策型,题目选项,海蚀崖
消亡边界,地形地貌,板块边界,板块碰撞、挤压隆起
淮河,地形地貌,河流,华北平原、河流众多
深居内陆,地形与地貌,深居内陆，远离海洋，受夏季风影响小,
深居内陆，远离海洋，受夏季风影响小,决策型,题目选项,深居内陆、远离海洋、受夏季风影响小
深度大,地形与地貌,V型谷谷底狭窄、深度大,nan
温差小,地形与地貌,平原地区气候更温和，温差小,nan
温带大陆性气候,地形地貌,气候类型,降水稀少、温差大
温带大陆性气候的特点是冬季寒冷，夏季炎热，全年降水稀少，气温日较差和年较差大。A是温带季风气候，B是地中海气候。,地形与地貌,冬冷夏热，降水稀少，昼夜温差大,
温带季风气候,地形地貌,气候类型,降水季节差异
温度变化导致岩石热胀冷缩不均,地形与地貌,岩石在温度变化下出现裂缝,
湖积平原,地形地貌,平原类型,湖泊沉积、古湖环境
湿润地区多流水地貌,决策型,题目选项,湿润区流水地貌为主
湿润气候相关,地形与地貌,喀斯特地貌与石灰岩、湿润气候相关,nan
準噶尔盆地,地形地貌,盆地,新疆北部、阿尔泰山、天山
溶洞,决策型,喀斯特地貌、题目选项,流水溶蚀、石灰岩、喀斯特、石笋
溶蚀,地形地貌,流水作用,石灰岩溶解、喀斯特、溶洞、沟壑纵横
溶蚀洼地,决策型,题目选项,溶蚀洼地是地表喀斯特地貌
溶蚀谷,决策型,题目选项,溶蚀谷（溶蚀）
滩地,地形地貌,河流地形,河床平坦、季节变化
潮汐等作用形成,地形与地貌,受海浪、潮汐等作用形成,nan
澜沧江,地形地貌,高原河流,青藏高原、河流发源
瀑布,决策型,流水侵蚀、题目选项,河流下切、水力侵蚀
火山口,决策型,题目选项,nan
火山岩山地,决策型,题目选项,山地
火山灰堆积形成,地形与地貌,由火山喷发的岩浆、火山灰堆积形成,nan
火山锥,决策型,题目选项,火山锥（岩浆活动）、火山口、火山锥是典型火山地貌
热胀冷缩,地形地貌,物理风化,裂缝形成、岩体破碎
煤炭,地形地貌,矿产资源,沉积矿物、能源开发
物产丰富,地形与地貌,河网密布，物产丰富,
物理风化,地形地貌,风化作用,温度变化、冻融作用
特色农业,地形地貌,产业,地形特殊、山地产品
玄武岩台地,决策型,题目选项,岩浆冷却形成玄武岩
珠穆朗玛峰,地形地貌,山地,世界最高、持续抬升、喜马拉雅
珠穆朗玛峰位于亚欧板块与印度洋板块的碰撞边界,地形与地貌,亚欧板块与印度洋板块,
生物风化,地形地貌,风化作用,生物活动、根系作用
生长边界,地形地貌,板块边界,板块张裂、洋底扩张
由冰川侵蚀形成,决策型,题目选项,冰斗是冰川侵蚀形成的半圆形洼地
由地下水溶蚀石灰岩形成,决策型,题目选项,溶洞是地下水溶蚀形成，洞内化学堆积形成钟乳石等。多分布在湿润区。、溶洞是地下水溶蚀形成
由断层相对上升的岩块形成,决策型,题目选项,断块山是断层上升形成的，山势陡峭，如华山。褶皱山由褶皱形成。、断块山是断层上升形成的
由流水溶蚀作用形成,地形与地貌,由流水溶蚀作用形成，降水越多越发育,
由流水溶蚀作用形成，降水越多越发育,决策型,题目选项,由流水溶蚀作用形成、降水越多越发育、喀斯特地貌是流水对可溶性岩石（如石灰岩）的溶蚀作用形成的
由火山喷发的岩浆,地形与地貌,由火山喷发的岩浆、火山灰堆积形成,nan
由火山喷发的岩浆、火山灰堆积形成,决策型,题目选项,由火山喷发的岩浆、火山灰堆积形成、火山锥是火山喷发物堆积形成的圆锥体，有活火山、死火山和休眠火山。、火山锥是火山喷发物堆积形成的圆锥体
由风力侵蚀形成,决策型,题目选项,风蚀蘑菇是风蚀形成
由风力堆积,地形与地貌,由风力堆积和流水侵蚀共同形成,nan
由风力堆积和流水侵蚀共同形成,决策型,题目选项,由风力堆积、流水侵蚀共同形成、黄土高原黄土地貌是风积黄土和流水侵蚀共同作用形成，土层深厚，肥力中等。、黄土高原黄土地貌是风积黄土和流水侵蚀共同作用形成、流水侵蚀共同作用形成
畜牧业,地形与地貌,产业、地表崎岖，不利于农业机械化，适合发展林业和畜牧业,高原丘陵、放牧利用
盆地,地形地貌,地形基本类型,四周高中间低、盆状分布、塔里木盆地、四川盆地
盆地内部地形,地形地貌,盆地特征,多样化、平原到丘陵
盆地周边,地形地貌,盆地特征,边际高峻、地势抬升
盆地地形,地形地貌,地形特征,四周高中间低、闭合
盐类矿产,地形地貌,矿产资源,钾盐、钠盐、盐湖
盛行西风,地形地貌,大气环流,准噶尔盆地、降水来源
石柱,地形地貌,喀斯特地貌,垂直溶蚀、竖形山体
石油,地形地貌,矿产资源,塔里木盆地、能源矿物
石灰岩,地形与地貌,岩石类型、喀斯特地貌与石灰岩、湿润气候相关,可溶性、喀斯特地貌、溶蚀作用、云贵高原
石灰岩广布,决策型,题目选项、石灰岩广布，且降水丰富,
石灰岩广布，且降水丰富,决策型,题目选项,石灰岩广布、且降水丰富、降水丰富、云贵高原石灰岩分布广泛
石笋,决策型,喀斯特地貌、题目选项、洞内常形成石钟乳、石笋,洞穴堆积、化学沉淀、石笋（化学堆积）
石笋从洞底向上生长,地形与地貌,石钟乳从洞顶向下生长，石笋从洞底向上生长,nan
石钟乳,决策型,题目选项,nan
石钟乳从洞顶向下生长,地形与地貌,石钟乳从洞顶向下生长，石笋从洞底向上生长,nan
石钟乳从洞顶向下生长，石笋从洞底向上生长,决策型,题目选项,石钟乳从洞顶向下生长、石笋从洞底向上生长
矿产资源,地形地貌,经济地理,盆地矿物、能源开发、盐类矿产
矿产资源丰富,地形与地貌,矿产资源丰富，种类繁多,
矿产资源丰富，种类繁多,决策型,题目选项,矿产资源丰富、种类繁多
砾石,地形地貌,搬运物质,河流搬运、粗颗粒
祁连山,地形与地貌,昆仑山、祁连山、横断山脉,
种类繁多,地形与地貌,矿产资源丰富，种类繁多,
积雪,地形地貌,冰川基础,长年不化、冰川形成
积雪不易融化,地形与地貌,海拔高，气温低，积雪不易融化,
第四纪冰期,地形地貌,地质时期,黄土堆积、气候寒冷
等高线布局,地形与地貌,山地地区交通线路多沿河谷、等高线布局,nan
粉尘,地形地貌,搬运物质,黄土成分、风力搬运
粉尘物质,地形地貌,黄土成分,粒径细小、矿物组成
红海,地形地貌,张裂地带,板块张裂、裂谷海
纳斯卡板块,地形地貌,板块运动,太平洋、美洲板块
美洲板块,地形与地貌,板块运动、美洲板块与太平洋板块,南美洲、安第斯山脉
美洲板块与太平洋板块,决策型,题目选项,美洲板块、太平洋板块、属于太平洋板块的一部分）俯冲到美洲板块下方
而山地则“起伏大,地形与地貌,地表起伏程度,
耕地破碎,地形地貌,喀斯特特征,农业不利、机械难行
聚宝盆,地形地貌,柴达木盆地,矿产资源、经济价值
肥力中等（不如黑土）,地形与地貌,黄土广布，土壤肥力中等,
背斜岩层向上拱起,地形与地貌,背斜岩层向上拱起，常形成山岭,nan
背斜岩层向上拱起，常形成山岭,决策型,题目选项,背斜岩层向上拱起、常形成山岭、背斜成山
背风坡坡度较陡,决策型,题目选项,背风坡陡
背风坡降水少,地形与地貌,山地迎风坡降水多，背风坡降水少,nan
腐殖质,地形地貌,黑土,有机物分解、营养物质
腐殖质积累多,地形与地貌,气候寒冷，植被腐烂速度慢，腐殖质积累多,
草原荒漠,地形地貌,内蒙古高原,植被分布、降水梯度
草甸草原,地形地貌,黑土,植被类型、有机物来源
落差大,地形与地貌,河流多自西向东流，落差大，水能资源丰富,
蒙古高原,地形地貌,高原,黄土来源、风力搬运
蕴藏着丰富的水能资源,地形与地貌,河流多自西向东流，落差大，水能资源丰富,
裂谷,决策型,板块张裂、题目选项,东非大裂谷、张裂地貌
褶皱山,地形地貌,山地,板块挤压、层状褶皱
褶皱山脉,地形地貌,板块挤压,喜马拉雅、阿尔卑斯
西北干旱地区,决策型,题目选项,西北干旱区（如塔里木盆地）
西西伯利亚平原,地形地貌,平原,俄罗斯、湖积冰碛
西风带,地形地貌,气候影响,準噶尔盆地、降水来源
西高东低的地势使我国主要大河（如长江、黄河）自西向东流，并在阶梯交界处形成巨大落差，蕴藏着丰富的水能资源。,地形与地貌,河流多自西向东流，落差大，水能资源丰富,
角峰,决策型,冰川侵蚀、题目选项,相邻冰川侵蚀、山峰尖锐、角峰（冰川侵蚀）
该区域海拔480米（<500米），且“起伏和缓、坡度较缓、无明显峰峦”，完全符合丘陵的特征。,地形与地貌,属于丘陵，因为海拔低于500米且起伏和缓,
谷地,决策型,题目选项,形成谷地或洼地、形成谷地、洼地
谷壁平缓,地形与地貌,谷壁平缓，谷底宽阔,
谷壁平缓，谷底宽阔,决策型,题目选项,谷壁平缓、谷底宽阔、谷底宽阔、谷壁相对平缓（
谷壁相对平缓（,地形与地貌,谷壁平缓，谷底宽阔,
谷底宽阔,地形与地貌,谷壁平缓，谷底宽阔,
贝加尔湖,决策型,题目选项,青海湖和贝加尔湖是构造断陷湖、贝加尔湖是构造断陷湖
起伏,地形与地貌,地形、属于丘陵，因为海拔低于500米且起伏和缓、海拔多在200-500米之间，起伏和缓,地表起伏大、地表起伏小、坦荡、崎岖
起伏和缓,地形与地貌,海拔多在200-500米之间，起伏和缓,
起伏逐渐加剧,决策型,题目选项,导致地表起伏（切割程度）逐渐加剧
越易被侵蚀,地形与地貌,岩石越松软，越易被侵蚀,nan
辽东丘陵,地形地貌,丘陵,东北地区、地形过渡
辽河,地形地貌,河流,东北平原、河流冲积
迎风坡坡度较缓,决策型,题目选项,沙丘迎风坡缓
远离海洋,地形与地貌,深居内陆，远离海洋，受夏季风影响小,
适合发展林业,地形与地貌,地表崎岖，不利于农业机械化，适合发展林业和畜牧业,
适合发展林业和畜牧业,地形与地貌,地表崎岖，不利于农业机械化，适合发展林业和畜牧业,
适合大规模农业生产,地形与地貌,地表平坦，适合大规模农业生产,
适合水稻,地形与地貌,气候湿润，雨热同期，适合水稻和油菜生长,
适合水稻和油菜生长,地形与地貌,气候湿润，雨热同期，适合水稻和油菜生长,
逐渐形成三角洲,地形与地貌,河流携带的泥沙在入海口处堆积，逐渐形成三角洲,
重力崩塌,决策型,题目选项,nan
钠盐,地形地貌,盐类矿产,化工原料、内陆盐碱湖
钾盐,地形地貌,盐类矿产,肥料原料、柴达木盆地
长江,地形地貌,河流,长江中下游平原、河流冲积、流水堆积
长江三峡,决策型,峡谷、题目选项,长江侵蚀、巫山地区、长江三峡是长江流经巫山等地
长江三峡是长江流经巫山等地,地形与地貌,长江三峡,
长江中下游平原,决策型,平原、题目选项,河网密布、流水堆积、地势低平、水稻土、雨热同期、长江中下游平原和黄河三角洲是流水堆积形成、长江中下游平原海拔多在50米以下、但河网密度不及长江中下游平原、长江中下游平原是典型的河流冲积平原
长江中下游平原地处亚热带季风气候区，夏季高温多雨（雨热同期），水源充足，非常适宜喜暖湿的水稻和油菜生长。,地形与地貌,气候湿润，雨热同期，适合水稻和油菜生长,
长江中下游平原是典型的河流冲积平原,地形与地貌,长江中下游平原,
长江中下游平原海拔多在50米以下,地形与地貌,长江中下游平原,
降水不同,决策型,题目选项,降水量递减
降水丰富,地形与地貌,气候湿润、降水丰富、石灰岩广布，且降水丰富,
降水多少,决策型,题目选项,降水量逐渐减少
降水季节差异,地形地貌,气候类型,季风特征、季节集中
降水梯度,地形地貌,气候特征,东部湿润、西部干旱
降水稀少,地形与地貌,冬冷夏热，降水稀少，昼夜温差大,
降水越多越发育,地形与地貌,由流水溶蚀作用形成，降水越多越发育,
降水较多,地形与地貌,受西风带影响，降水较多,
降水量逐渐减少,地形与地貌,降水多少,
降水量递减,地形与地貌,降水不同,
降水集中,地形与地貌,地表千沟万壑，降水集中且多暴雨，植被覆盖率低,
降水集中且多暴雨,地形与地貌,地表千沟万壑，降水集中且多暴雨，植被覆盖率低,
降水集中多暴雨,地形与地貌,地表千沟万壑，降水集中且多暴雨，植被覆盖率低,
陡崖,决策型,题目选项,nan
隆起,地形地貌,板块挤压,地壳上升、褶皱山脉
随海拔升高,地形与地貌,随海拔升高，地貌类型可能发生变化,nan
随海拔升高，地貌类型可能发生变化,决策型,题目选项,随海拔升高、地貌类型可能发生变化、海拔升高，水热变化，地貌类型可能变化。海拔越高，一般风化侵蚀作用越强。、地貌类型可能变化
雅丹地貌多分布在干旱地区,地形与地貌,雅丹地貌多分布在干旱地区，丹霞地貌多分布在湿润地区,nan
雅丹地貌多分布在干旱地区，丹霞地貌多分布在湿润地区,决策型,题目选项,雅丹地貌多分布在干旱地区、丹霞地貌多分布在湿润地区、雅丹是风蚀地貌，丹霞是流水侵蚀地貌，分布区气候不同。
雅丹地貌由风力作用形成,地形与地貌,雅丹地貌由风力作用形成，丹霞地貌由流水作用形成,nan
雅丹地貌由风力作用形成，丹霞地貌由流水作用形成,决策型,题目选项,雅丹地貌由风力作用形成、丹霞地貌由流水作用形成、雅丹是风蚀地貌，丹霞是流水侵蚀地貌，分布区气候不同。、雅丹是风蚀地貌、丹霞是流水侵蚀地貌
雅鲁藏布江,地形地貌,高原河流,青藏高原、深切峡谷
雅鲁藏布江大峡谷,地形地貌,峡谷,世界最深、雅鲁藏布江
雨热同期,地形与地貌,气候特征、气候湿润，雨热同期，适合水稻和油菜生长,季风气候、农业生产
雪线,地形地貌,冰川特征,海拔界限、冰雪界线
需要石灰岩,地形与地貌,需要石灰岩和充足的水分,nan
